"","X","mz","mzmin","mzmax","rt","rtmin","rtmax","npeaks","Gb","QC","Sf","Wb","IE_20171003_01601","IE_20171003_01801","IE_20171003_02301","IE_20171003_02501","IE_20171003_02801","IE_20171003_03401","IE_20171003_03601","IE_20171003_04001","IE_20171003_04101","IE_20171003_04801","IE_20171003_04901","IE_20171003_05101","IE_20171003_05301","IE_20171003_05601","IE_20171003_06201","IE_20171003_06301","IE_20171003_06801","IE_20171003_06901","IE_20171003_01301","IE_20171003_02001","IE_20171003_02601","IE_20171003_03201","IE_20171003_03801","IE_20171003_04401","IE_20171003_05001","IE_20171003_05701","IE_20171003_06401","IE_20171003_07001","IE_20171003_01701","IE_20171003_02201","IE_20171003_02401","IE_20171003_03101","IE_20171003_03301","IE_20171003_04301","IE_20171003_04601","IE_20171003_04701","IE_20171003_05401","IE_20171003_05901","IE_20171003_06101","IE_20171003_06501","IE_20171003_06601","IE_20171003_01401","IE_20171003_01501","IE_20171003_01901","IE_20171003_02101","IE_20171003_02701","IE_20171003_02901","IE_20171003_03001","IE_20171003_03501","IE_20171003_03901","IE_20171003_04201","IE_20171003_04501","IE_20171003_05201","IE_20171003_05501","IE_20171003_05801","IE_20171003_06001","IE_20171003_06701","isotopes","adduct","pcgroup","SD","MEAN","CV"
"19",19,112.985314496927,112.983585917721,112.985806746281,991.271977844238,862.529983520508,992.328980102539,87,18,10,13,16,80827.8230572194,84657.2659007141,73502.4456690252,69136.9570264518,68567.329577893,54932.1790660066,56198.5886823479,62570.4195410535,61171.8960640728,53549.4577451089,61299.4653018532,45818.8659391403,45309.8285506093,37456.8466310416,39220.6431031717,32026.7609295622,46526.2549832314,53699.0465161442,90766.9659718871,89378.9554575607,79686.9905955624,69875.296552917,68231.7972264346,64873.5919199232,58616.6929752752,48606.6611712053,38975.2366061722,50108.5139863566,78749.3312362432,70503.9132706225,71711.401297631,69963.156869554,56765.5996132791,52644.7085420862,47806.5632567608,52231.3573433757,38199.1028791219,51585.8602277858,34028.1626309678,58054.1224667647,35147.4725802828,100669.260456324,96427.4695835053,91231.7078500092,85277.4005552381,78638.816447854,80118.5954490211,64786.8979562223,66350.4234197438,74044.3999754917,65749.6436927305,59067.1705816388,48789.9092540815,41458.1510825914,48133.2014806895,42549.4425431825,48592.5333510479,"","",605,14661.5766235108,71254.6189838457,0.205763174831301
"20",20,112.98514544285,112.98348363285,113.097184260969,192.407000427246,179.527007026672,285.602989196777,23,12,1,0,3,30953.3558587477,26011.9382289548,21288.5054428362,13530.23521889,9380.19878416167,27022.6357739417,45258.8093990964,1445.25434597656,1740.98238582723,46918.808557909,1588.9874291117,53835.6047172414,11426.1890441189,15343.0023643882,42640.2656932837,1861.1456113445,25673.6565734851,16926.683120142,11008.4943277061,7609.92490867211,9997.77924833975,9466.88860778074,9185.15037719856,8192.29768198108,9100.5710850028,6386.88270352044,1052.59548220094,1367.32119044053,1355.02002906008,1363.64495717759,1625.77243306339,1252.70069691787,1216.19117331728,1028.21026038844,1345.57851751422,1525.94035744667,708.159481783072,1086.36910934032,989.332925917674,955.938012418989,1179.73233665892,3228.07611488849,3881.68648478761,2598.55379003882,11792.7387606619,2566.43641299701,10623.9070655943,3555.21597559663,3442.20626623034,2936.76296636586,2902.99904219341,35577.9544665967,2342.95633880049,1674.10940746721,2383.63906968633,2919.02495696365,1771.47702887369,"","",1632,1442.55358705702,8868.4986175252,0.162660406148834
"22",22,115.039569987024,115.038308912663,115.039995286109,528.729000091553,528.101978302002,571.369013061523,12,0,0,0,11,456.115697007626,815.548710248084,410.097698505037,498.413664091146,539.765122754965,552.023336463841,393.758944025263,529.02261088416,413.648836821085,423.814976496622,459.39059727639,445.303236176958,397.045521777123,342.422785997507,371.845503319055,403.954559563892,663.207963645458,582.375410213446,3313.65771613549,3841.72004060075,3767.69114395767,3309.24384394381,3213.62006784976,3201.4671211628,2806.73652246036,2206.96353531629,303.161046244728,252.882581231534,349.146375483368,539.353753725998,300.973258190788,300.89749550214,256.033656647429,234.21070528363,311.010245448211,283.248417027295,385.837960427161,295.840030312538,425.421692822129,328.71431445082,376.54000164941,13310.4052070954,23102.6672464486,8987.55530572496,3043.74668847397,9550.27788237669,1243.72559756041,9920.89381601234,5589.91683739913,9427.69339196384,17819.4765189607,2372.79683695734,15646.0210146755,7006.47431966849,22069.3837869912,9863.1307293959,7238.82772458997,"","",1501,520.909744011809,3207.63749892837,0.162396699809701
"24",24,116.049954512794,116.04822021852,116.050433160428,132.43150177002,121.691005439758,168.124995231628,38,5,7,10,12,5438.75868402732,1098.55958322946,6398.02097687803,60244.1711692107,10461.5503499243,1786.47625675628,10556.2515025093,167281.313912044,9474.11669673635,1187.36936105415,66896.4503758773,11288.2756758481,7480.63638082496,3134.47984694486,11740.4125114102,50455.9668545383,1405.21965347027,4053.80189207806,13151.943785072,13464.7368580475,15991.6945468827,15572.4509649781,11134.8363625333,12505.649509987,20827.564683467,9292.63670789395,280.101493124596,91.5831964666193,13079.051974066,1696.66497751275,5171.56990756772,14942.7209249698,33352.985801836,14467.5894099925,36642.9060143195,1226.35313547149,12993.475493107,10957.6445649864,13010.5441221502,39533.0475550548,9883.03168960212,9336.46367062745,10977.8632367383,15772.5663710979,39409.6735008771,20965.6264724396,12298.7270908523,41327.7622054163,28208.7764224708,43589.2681557907,7061.25575052786,11497.7640699456,14983.8600869023,12986.7987467051,12955.7262581587,22486.6834849957,6215.41410800484,"","",600,3518.56062946177,13992.6891773577,0.251457070536187
"25",25,116.928293529352,116.926702343981,116.928837216864,996.739954223633,935.108974456787,996.982951049805,73,18,10,13,16,307539.241329178,328703.223008037,312633.859121546,318704.645050585,324152.729734465,319283.448143065,323348.387759358,330344.281574041,334666.639845386,335280.489947408,330949.015794441,331985.630767643,333102.061551541,261871.31841743,253781.749300748,256695.159774274,265146.765662357,251405.956035256,285830.749217272,308406.475036889,317464.891150922,310755.381734401,330335.110035256,330448.053990193,324816.376622543,255796.687860012,331193.853674752,340715.82815536,302201.247419715,309014.435405195,326553.503680199,320780.724551111,309046.915937327,332366.088494182,315644.08172138,321392.927459925,261990.562294662,263684.432651438,246661.418502733,263306.658366933,254601.065068536,358992.278303249,285600.597758949,310341.856259614,285112.273679927,319539.931331702,284412.777567357,286402.942480333,283234.736523226,298583.029232502,311932.65507099,252901.506738462,323134.519335479,245356.971845426,240405.306187287,219350.578345465,253084.752425946,"[2][M]-","[M+Cl]- 81.9629",439,25633.5804032544,307981.715705936,0.0832308513656361
"26",26,116.927413135016,116.92651434293,116.928613517003,743.427028503418,642.498011169434,808.604015808105,71,1,3,1,13,111059.428492094,121928.250660777,115977.370411515,110411.639165333,113595.187866211,104876.346640144,104061.946937912,121543.152237387,115557.287939072,108424.825415897,104696.068152428,106363.604391098,112753.982032197,84282.0186309814,60321.1275371164,86998.756141305,80278.8145096643,87019.965532405,121044.629555449,119342.193096161,180869.345355285,171882.255454659,123387.225278839,107233.506665979,112209.392150864,92689.3690314363,86534.9682998657,87519.1411926746,113725.335078557,103544.037001006,114638.297497779,98439.9813847542,106761.324734279,115595.778480721,92719.8928264618,92450.4440721784,81620.037853241,75523.8283382257,82708.5332458019,88459.7697193176,101727.773610871,148444.155622101,152599.895553016,151726.880548398,142035.60693809,132129.248771332,247794.54458775,166451.021800269,125468.125982713,129218.734642239,161744.027684191,123076.449434638,224543.138648482,101000.845807018,128504.7463811,111074.013711414,114237.452281066,"","",575,31145.170890948,128582.239573584,0.242219850845921
"27",27,116.928148988672,116.926423839902,116.928568239016,893.439002380371,831.581005554199,919.012026062012,44,6,6,1,10,82173.6467212041,97975.3152228038,81250.0889042219,171981.811928926,89796.6094368829,113065.963496855,202442.73481071,98536.7905064672,83335.3636514057,84277.2630359332,83639.1430029869,86300.7653916041,73799.8499675164,92825.5248625902,66983.5077998809,128745.990107315,76431.4895487482,81647.4765581131,117247.177654266,119248.089303637,126807.885332018,113985.714291513,133676.469501752,124638.412446007,124660.292832375,92244.3875795603,72954.4501277924,78754.0387161695,85102.1127692328,72530.6986999512,86699.0392670949,78510.340274334,79470.0063892007,83689.3724526299,77742.6337738037,80151.0632614068,77508.1813880375,67803.8698567044,61181.60320158,84401.4659322409,85734.2507550716,131988.206147015,120401.903837817,148866.220456213,121433.677439976,129083.376202703,112659.779243916,128646.962408563,116877.39855051,126596.845240518,343043.266644342,66912.8413968563,153228.739002668,105102.330396837,108736.321179733,75973.9013506472,112981.519656144,"","[M-H-COCH2]- 159.941",3,12445.8823907588,119063.553617641,0.104531420511161
"29",29,117.928402780001,117.926797632695,117.928854239682,996.742973327637,996.11896484375,997.360038757324,57,18,10,13,16,27507.5231319387,29909.6095626056,28487.9837060968,31607.729409893,30649.4164617732,29756.0509276661,29794.8489961959,30594.2887980491,32191.5757788938,32095.2300105058,31922.9980104349,31865.8846547641,20538.9309517667,22556.5711609613,22785.1724023651,23077.720954636,21617.0903838745,26160.0341529921,16738.8054487109,29179.8575969227,29746.1575110753,28483.4212537855,30823.9268496971,30051.6772839427,29843.4540070267,22052.7631212381,24094.1572191815,21141.3665686827,26616.9504284791,28575.4007809237,31513.5430337191,31020.4267982394,28440.5517216772,31128.4304652549,29946.4753322475,28444.0634128265,23624.8159767315,25101.6214898787,25119.9131143377,24979.5652809832,22082.354285717,27128.8770363751,24222.8497869428,30556.005623263,29008.327775311,28846.8209568259,29111.433697734,26625.0415693969,25850.7553037084,30152.8388755023,28044.739830372,19941.7753935456,30085.2832623571,24063.1516647153,16589.0704815835,20991.8861735612,22664.8632420413,"[2][M+1]-","",439,5016.76520947171,27115.0078840499,0.18501802510715
"30",30,118.927369813637,118.926272636825,118.928082878205,996.748030090332,996.096016540527,997.447973022461,25,10,5,4,6,9527.19520121813,11592.0674833203,10387.8393238597,13212.1092560164,12408.006988815,9573.89903394505,9542.92103712633,12465.7200694699,8760.25901068747,8915.7612850517,12765.8800678958,7986.62126219273,12360.6212686896,9763.96112521489,9891.31784439087,10546.3069650957,10460.2162731538,11108.9476484358,9078.05148260901,7749.49821499797,12346.7029579878,11674.8854282219,12428.7955574592,8372.38258346356,12254.5220412314,9629.86037434638,11373.9430324535,9042.95426751177,8403.99964151904,12055.57656203,8095.91787904501,11065.1785062253,7490.36103218794,10762.8235815465,11857.6060413633,11720.8913703518,9979.96029950891,10546.5350606995,9788.73213716064,10912.740398424,9431.07855873803,11481.375414644,8923.2707885094,10325.1545378769,12817.1741233766,11637.8042471528,9828.27001978244,10796.9321959785,7055.13437228836,7369.42335650325,13107.1120094061,11392.6084462404,11357.5238108709,10163.8505137307,9224.04384833574,7487.30992795279,10397.7350305234,"[2][M+2]-","",439,1943.24106310663,10441.8373300397,0.186101449552006
"31",31,119.049743135248,119.048544034579,119.050310294742,51.7369987297058,43.931000995636,61.7219996452332,17,0,8,6,1,872.269158927384,296.90706328908,1000.11862770526,803.281327803716,810.039299777777,759.701067186892,968.245204639931,1144.91278248404,684.888855222545,852.460043925303,1010.6816554893,1067.12783196941,716.195736807043,762.246615006552,876.417052502024,1123.91035561489,577.35193898,667.649922924233,37212.618566509,39065.5909717827,36187.6886413446,45220.5753028113,40962.5876017175,38321.4015734428,40617.4195534461,37334.4751967834,367.485528296352,329.842987709446,771.518248759443,1353.69890976444,74135.7778671454,145987.7589298,2902.14601501815,7184.15477543293,3435.14030021007,218638.574892561,80830.6906166921,221310.29486663,1004.23431820659,156056.823932896,1306.90312730063,634.790713550057,480.431933110019,469.722973341122,645.954973820019,506.250512656581,460.249054604268,13087.5565585083,488.140483242471,551.864263871685,823.060458848593,621.576105491569,607.457330664994,651.641775066299,1200.82943649306,780.856708909152,626.403331388816,"","[M-H-NH3-CO2]- 181.071",1,2889.35064476639,39365.2946759797,0.0733984254036194
"32",32,121.029039234368,121.027344249464,121.029684547563,109.389996528625,102.09400177002,132.409000244141,29,1,7,8,12,1574.37319292373,855.623411078006,2402.67155114408,972.137549854194,826.180386109976,1151.9931482867,2441.98616001238,1291.76430832827,821.788353862055,996.248160786135,669.462952246726,4724.05126261655,1342.42365331355,791.601745487424,25370.0228655071,1375.28375897091,1152.04390164868,816.85324266844,24343.9927181017,23121.9610511222,22138.9453138881,22068.1415831106,20670.5558686068,18360.5851307845,19986.3388576532,13958.1207575768,603.954059903468,544.851487913561,8668.93891354588,2921.43218058111,65613.1962019578,10767.8000664203,8351.36133060515,11884.0093849586,18593.5746025178,23649.7889960371,169984.396766464,346599.313270683,16507.1156141282,146259.393328799,23244.2351702638,81394.1449413044,125905.270209221,27404.8420654695,20970.3299515556,11210.7529423726,38971.8045545676,92214.5050248001,48950.3760317964,61748.2117898282,11572.8663845605,36630.808176832,15577.6666944981,16258.3109526482,135647.618900981,57141.0981590976,2371.86761675596,"","",294,3260.36357912638,20581.0801601055,0.158415571668891
"33",33,122.02419059112,122.022816751942,122.031274762204,47.2389999389648,34.5540010929108,109.390996437073,17,0,0,1,10,1650.41930993317,1272.10888716727,1592.93498739402,2139.72888279572,656.182156304567,1206.4687389204,1234.20607695086,2511.07172379371,654.378065510326,1121.47861885373,1796.76853629113,1152.61195041029,953.792633392188,783.853658878768,1275.87960839394,1569.18358910317,1191.59175163684,923.370276820082,4585.17283504768,4607.27635933516,4522.1359683811,5235.94078168331,4624.16682262209,4330.37168000152,5100.27066888514,3896.74189312482,166.749819210304,139.632648761008,1529.80704475523,1395.72661920759,2962.02030924936,1518.12510727975,5646.01815550899,8043.51486983683,1326.3175541959,1097.06682292568,1831.35208647522,18720.9540078738,1654.28058256628,1534.53802063445,1423.85449498614,17102.3708816991,24911.8675494255,15509.9228187631,18191.6107823008,10316.0638200816,29101.3513939213,8115.14204570274,12605.1678007846,58533.0606013304,20362.9413898564,13207.8157669166,25637.2560596553,9905.01074815728,25070.0178399081,18307.4277533746,15899.482750491,"","",218,418.770305993643,4612.7596261351,0.0907852001697557
"35",35,125.096727932116,125.09544777842,125.097127081384,190.518994693756,189.821999130249,303.453002090454,36,8,8,5,14,2682.74149886286,6304.11070527434,12695.0832463919,36645.7491887375,18016.2820107738,5598.38505507493,3312.11590829161,12330.0912058912,32430.3561060671,3945.66157694432,18141.866163276,4978.1044963292,2252.40993040521,23091.1337912277,4137.15994991362,24746.788967891,5152.35391654996,21553.8323900095,22431.767903449,26688.5089872434,26223.6544768244,25292.6573712938,26584.9711792525,27180.772258282,26419.8891521365,21020.7820906288,1684.04294493664,1745.78165389579,34126.4288105909,7772.29273777194,11216.9985935792,13383.1905754149,14617.3112400621,15609.6454433799,13660.4863519013,10358.2111815438,2304.19936655886,7831.09743349068,30977.501249422,13511.7288491952,12378.2933385462,33029.2230652086,25538.0620645545,20761.2153684546,78365.0618931299,24909.323937241,33651.0013673524,11322.9457025689,11418.2381814538,21735.5461700237,18500.5282564035,218590.960962928,21038.1568606663,29121.5044701331,18992.4938698229,25526.6471844871,15017.1233531937,"","[M-H-C2H2]- 152.125 [M-H-H2O-CO2]- 188.104",56,2259.0591048106,25230.3754273888,0.0895372766573375
"37",37,125.872734535372,125.871358841091,125.873278571311,999.888022155762,999.867951354981,1000.51803588867,57,18,10,13,16,164135.276800711,167356.161579834,143460.117192613,145180.403107747,154192.532999285,141862.209930634,149531.50974588,146930.962267325,147932.621936409,127655.439574137,131673.50577787,132238.020798936,131209.759407405,104345.289440013,104819.682299061,97901.5952807385,102375.26428784,105593.009707639,163348.162413845,158886.08569269,148364.54446168,148643.559629023,143865.845305163,139888.26517063,130215.821205117,104518.348812517,104168.042775501,103077.642004205,155728.748980803,142825.015838651,153284.305760441,140536.365236342,145728.687428495,142766.282467917,127324.507310543,127482.612728155,106083.237650005,103795.530605939,101884.308866092,105001.226478543,104054.175471989,162471.598077351,166641.31973689,174944.588162524,156662.324593216,149885.749871437,156242.419305533,157908.200067172,155145.440780156,156531.940389977,145394.218958171,140399.795831546,135335.038216403,102923.376839668,113202.186511648,108655.020867741,101607.899507231,"","[M-H-SO3]- 206.844",584,18426.8271097619,142216.329086333,0.129568996950947
"40",40,126.879995671422,126.878643478332,126.880899960781,1000.51603027344,999.886043701172,1001.17899719238,52,17,8,12,14,13959.1723361345,11045.6602733783,12015.3316351175,14161.6789117455,15943.3016665528,12506.9601622224,14486.90001758,16028.1501542777,14969.770734672,16658.8249278551,15070.8015838126,15263.7278610952,14693.030955972,10542.5808404386,11539.066382451,12110.1806603043,8823.02443801824,11206.9642490894,12326.6095288843,15934.2749656988,16666.8073151261,14275.1333748456,12801.2095692381,14517.3735238274,14591.6998524964,9579.06720957253,12848.2617703937,11579.0449503891,15313.2602694631,13953.7458400475,14063.2167927548,14160.7505315116,12151.7744847281,15760.990277119,12552.9312114324,15602.2240272239,10836.1258538688,11153.7875790548,9829.44138908386,10650.2059613136,11041.5059123325,16445.5632255971,15730.9473450258,16530.8912988566,14363.5748233003,11874.9194781482,14883.0920029245,15718.6276802495,15705.994710803,16087.8900891305,12991.894662464,15133.9861547042,14902.7783077955,10563.2352266461,13265.271947304,12311.704086215,9862.85252289048,"","[M-H-CO2]- 171.878",584,2239.73670604746,13836.5219174612,0.161871366186397
"42",42,126.904562070447,126.903239516398,126.904803748967,571.368998031616,535.009016265869,596.027984619141,20,0,5,0,10,545.106740622423,536.664247140288,599.332922725007,606.309049482529,465.999752785151,479.975673452808,621.0633769938,625.402815809044,514.628357392234,544.716064211769,712.820977041641,461.725252395496,375.126788844354,317.006349639967,393.54643472222,351.26305343143,478.392231998535,418.723674791364,10741.0205761513,13145.6491975226,8949.35571008362,15524.1581827861,10172.7133189514,9453.36125657428,14815.8156483678,11369.8500247431,444.841376995668,494.328815336411,586.959638407687,622.024115459277,559.275965876089,523.78239297308,739.403941847384,610.289309873106,550.503426281735,3795.78754737056,500.204671487551,851.286045307294,529.120491011379,480.941384395584,1202.62080688775,91595.6755416691,55176.7473260027,49076.5970038365,10263.3641293851,8623.24453429992,603431.641234173,60082.018373864,71088.3927138632,164478.011420178,24549.0567957495,5183.9153771687,38327.4937120718,18733.2578875663,41445.8648598836,26942.0492619763,12733.0724765326,"","",276,2459.85430009972,11771.4904893975,0.208967105934061
"43",43,127.075718882868,126.9962023636,127.076410532097,135.972006111145,52.108001537323,175.031005973816,19,4,2,0,10,663.124366632896,368.230345657923,840.407444473563,133830.140575089,571.943102373916,391.457919621711,1024.8666064763,35630.1440777498,679.777232361647,488.817988929804,1577.98251422099,10673.495768974,695.984895990484,737.261525509413,953.101641296306,47221.7773519736,628.777818161063,469.125493155792,7240.87396028414,8133.21973664537,7985.5912585225,7793.47790807734,9455.76156268078,8569.50466308917,9097.02755212742,6694.66005275647,232.988356852568,241.919145991301,464.033228353132,413.296875139077,798.043301660154,696.970652845067,1439.82358247518,945.21400630619,444.596159700459,1227.45346254235,638.963434095029,378.503948592426,1389.98915623524,1020.75972222154,607.011270653922,41690.8604950291,21579.0965470563,12724.8546448557,27758.8661885168,22198.9885725886,4793.16086779597,9044.58456390848,5273.8880110026,9472.11651525276,5743.26464720567,20721.6590202111,14721.7658388289,14895.5976514889,31962.3731593334,10569.5131814214,7997.13451694221,"","[M-H-C2H2]- 154.104 [M-H-H2O-CO2]- 190.084",108,915.750835209129,8121.2645867729,0.112759635574565
"44",44,127.869846452658,127.868414415834,127.870371811216,999.88800567627,999.867951354981,1000.51803588867,57,18,10,13,16,99320.8034371734,99214.2978228662,87255.7262366591,87609.1283282116,91086.8241266522,82880.0596657873,89495.7393999748,86741.1494164704,86474.6393836598,78218.6338046473,77505.7060900773,78019.4539841131,79647.7407740319,59969.8830169527,61906.7389393664,56984.7727424651,60206.4215549119,64252.8485627446,96559.4092407916,95032.7259333646,88589.2440355173,87901.015909344,87973.5238822043,79352.5835093111,77137.84226669,62365.7852866687,61346.318794238,62541.941724036,92861.0176619701,86325.8802418259,88861.2516305902,85647.0878975093,85694.8394494865,85364.7831509712,76474.6127068079,76101.8285325612,62696.4228720739,60780.3661411771,58547.5292633101,63703.2731003221,60266.4670110047,97741.6709916176,99944.9473020326,105682.48053206,92507.5553800582,88257.2831848583,95024.7642898257,89944.3014214039,91037.7424376962,91838.9727765054,85619.127346992,81590.1020944118,79794.8724167235,60829.1755934395,66295.5511070264,62104.832727575,60633.8151949671,"","[M-H]- 128.877",584,11130.361644439,84364.0162579865,0.13193257194397
"47",47,129.975017104321,129.866640494136,129.975607247062,991.353476257324,990.70299407959,1000.51904937744,42,10,5,7,12,21349.3988057971,6892.53164550423,19871.5643109257,19267.4903375935,8149.33120905608,14287.5914168954,12084.4054555436,17617.9429207899,18231.6198730469,14890.5499736937,12110.5750745079,6578.34183462388,13478.9097345717,10177.6659738567,11270.77057302,10756.1606516391,9745.67006283207,13090.7846476808,19716.96233535,18647.6491727587,16928.649707678,13502.1603737501,16952.9531566165,15165.9336883128,14967.0133601134,10878.690708042,12465.9919393334,15885.273558544,22187.7928842617,15089.2353946483,21217.4140492119,14258.0650375394,16421.1010850939,11131.7830944913,9729.92942303758,14037.1103040787,6988.24147196487,7666.81297310069,11343.3192694079,12657.8510394593,6934.00351099924,21041.947388633,18999.9501602538,9082.07295489582,17175.3457314814,18921.5991784619,10484.2160464173,8722.18439634517,11829.7549954895,11492.3584666457,11215.9936259687,10675.6913233164,12497.683234979,9618.60904549559,6894.70456903631,10189.6034642854,12547.9565119445,"","",1963,2844.39068773524,15845.0015628277,0.179513436868834
"49",49,130.065415112524,130.057451799346,130.087305672536,107.504003047943,103.975002765656,146.600001792908,21,1,0,2,12,3699.80261268697,2537.1976666525,5012.40906301023,16329.3971804247,2014.1520540184,2335.6537925387,11356.5595502186,11622.4725934946,5197.61738103086,1857.13688642288,6152.03073947132,10742.655627602,5688.74235758267,2448.56455698957,12656.0016257836,11861.4310483797,4645.48076608115,2686.27837087788,14177.3633343593,14678.6521468504,13951.9112022252,14683.0781038385,13250.040289101,13362.5030119903,13705.0774229283,11095.9908486826,233.992600608556,236.607822128326,9065.93693799001,9606.76768616506,10772.7432685811,5265.68577270112,36604.2749321403,13145.5570790438,16431.8724252264,1860.1806909739,7379.26213644755,1093.49084931492,29497.4029891228,6376.61934022061,20009.5762977168,19879.0010169008,23912.3016503041,19264.8540478102,20065.9411317281,10734.0583804573,12848.9205894432,24550.7854240104,7740.79472693266,6190.97034166753,24296.629275053,10956.725088292,24855.1356758374,33588.4813749828,23868.3836727683,17807.0602092915,14731.6706738848,"","",576,1149.68009136973,13613.0770449969,0.0844540942190772
"51",51,131.070848000103,131.048926847095,131.071284319481,121.717000007629,104.607996940613,128.409002571106,47,14,8,0,15,31012.5908907615,8284.42797558882,29085.6489593322,47058.9131999847,25288.7155406456,16154.4254736394,34980.1974244402,60724.5471795497,29780.1980529344,8798.74129759914,19974.5025582833,22275.3496949386,37088.890412931,8915.50991183062,59165.5879225088,69841.277931704,10105.6414208212,12853.3998901828,25894.9801480302,29242.6173964752,29526.2739603848,30009.9743457219,28662.6008990749,27752.5768636114,28837.0568255894,21432.8138870588,404.538685592526,290.54828497651,512.150920492003,955.833747823342,477.000700009335,839.376747557893,1112.93681508083,1143.48593975121,725.942826142224,535.284225642004,675.137374176993,287.649927434342,1223.2296883919,540.599574846491,885.387519443577,27365.8818798023,62317.4078521086,59104.4776296015,37959.4821083046,42009.3947488581,9408.19743822841,92583.317274815,53813.0449184515,121268.425018454,149298.617671028,30159.8730927046,55376.0351191724,19690.9170442785,51584.0469022966,179395.929281433,29562.2875195108,"","",155,2823.41337182187,27669.8617907433,0.102039301575638
"53",53,134.060828443125,134.024540685014,134.061391513123,55.9050007820129,43.931000995636,145.985999107361,39,0,8,9,16,566.708479220932,289.380689170635,716.958121877989,562.04983288046,392.493376402863,398.44841951353,713.757529687579,636.137782698159,468.115447177179,508.090126600408,609.484691966015,831.780467253094,361.8712773596,449.733954699477,454.737860945717,746.938467270779,363.541988031403,401.895540730556,215705.547738307,209476.447106341,110830.444586052,118229.220723215,196315.779146777,185097.262541806,190395.49573668,136142.447840865,843.585395161625,633.350865423912,2206.83221144043,3693.41542203302,385763.188403957,520983.327078074,8395.64797586434,30948.7650366812,17615.1757663634,1026549.27652153,604867.274934955,796082.392931173,1410.70405468347,588741.978325164,3625.0467703566,26848.6210262242,36801.0547239851,41549.8484335923,22085.5645548552,23455.7289482016,23936.9705395019,15766.9616835492,20161.8082420133,17879.4093562032,11896.4177253377,21079.2050834745,15691.9284515799,17528.931373362,22742.3625138143,22634.2066096438,18380.618788957,"","",1557,41936.6759636779,170274.080677505,0.246289251991939
"54",54,134.894198412762,134.892911372823,134.894680106113,698.577999267578,604.822025299072,797.74701751709,177,10,7,8,14,35837.9349256992,22602.6538456138,20266.997159137,64224.131601942,45935.5764874164,39487.4387084171,46069.878847003,42228.4719622135,22985.0664691492,33415.2604670805,38937.3709858209,59752.7333883592,25227.6779675154,24282.2659374326,36290.7687732205,49528.2955680415,24851.6957587705,32044.7989346266,62814.7374654499,64526.2874944135,86526.7386023739,63493.3611549251,66356.1693936586,87250.4165664315,79957.0733723851,45106.5330553353,24655.7034757768,21387.677391842,39462.1014312974,79689.1342655552,34789.2740870205,22991.89132981,30328.4216754445,30357.8730556106,23604.842523437,28654.6469214505,26069.5504710709,27842.222596705,28089.2567111386,24760.8925786439,33481.5716396535,89275.4289129201,90192.5269016996,93100.4938641703,123926.345078811,69250.865163435,86999.911419698,102604.748953041,103443.543900637,112207.840238387,97187.1681472484,151282.463503987,91517.6166055483,73107.4204240305,114550.924658477,81830.4174507848,58906.1493619838,"","",1281,14266.7071912037,69503.9146381216,0.20526480077395
"55",55,134.894259288254,134.892595682055,134.894727732325,947.906024627685,819.277008514404,997.522032775879,203,18,10,13,16,26183.7820911314,91487.5390938669,87971.3015228643,20351.0905877575,89041.1465196479,19415.1539112814,51857.5532319862,103729.801032818,80419.795362683,85107.8381530773,87277.2172625769,28167.5823677618,84727.0704482815,69605.8749802261,34113.0431869403,73586.4196090161,32375.8673632393,71763.7448453531,88490.7976298709,98819.3900030293,95964.7964038849,101201.293263501,114281.442352049,113758.0576186,110516.575626642,84291.2260996574,26516.9649171742,58765.3340802044,87117.3010696061,85445.2783062067,169286.219503302,88343.6435179226,95808.2936252654,73961.268669927,63823.353148437,24781.1832748353,82647.7243046576,70785.1934904791,68166.9304532797,33899.5422174581,76583.4003825171,146093.564713458,154319.674208926,147374.99887869,129228.364044372,99922.6914279461,162373.983970005,159416.988995549,252649.026984329,199055.033248259,168965.21893617,104763.171033631,164186.737729206,123476.674588148,178609.819094948,163515.765859497,120968.171401508,"","",516,11310.4558896186,100915.447374654,0.11207853885469
"57",57,135.90112680194,135.893595817935,135.902021391347,1001.14296188355,948.066972961426,1001.77798675537,78,18,10,13,16,42767.6053899899,52430.5055122823,40653.6662735125,33017.0611006279,39862.0425096727,35828.1301907077,37898.0275568567,42607.1957654054,42597.4871381505,34262.5781875935,36982.6936321812,34234.8324753917,34890.4362444121,27547.6287750434,28608.9575547539,26338.655780412,27333.0715307384,23335.988986304,48787.5407211234,42554.3445715574,38758.8572373528,38046.0672851079,41719.8546698703,41572.9372629257,42022.6012439467,33233.6636488438,21617.5131311132,32096.2032717065,43987.9161271911,45761.1521578411,41441.6813523294,38125.4388833332,38395.529305134,34151.7862292723,36055.1511599509,30982.0361364931,25426.8492586166,25883.0324487574,29780.4491806575,28696.9670964964,29282.5883918943,46806.3139240204,46201.2578414913,41347.4253801285,31851.3836925291,38874.2621345016,40560.96888047,37479.359456503,41293.8102310816,32002.2203135863,40479.2731077251,36251.8018048416,38570.716648262,25794.3109382113,30095.5768504452,31493.7787365611,24046.5640861169,"","",2045,4453.02085099878,40836.983330091,0.109043824687157
