"","XOTU","inc_dec_estimate","inc_dec_p_val","fdr","classification"
"45","X196900217",0.384336175899715,0.157239900325674,0.377395490212957,"inc.trend"
"46","X196900242",0.460911732922943,0.0837834624825692,0.297109047726649,"inc.trend"
"47","X196900246",-0.0729931501129032,0.796005790572486,0.883311337047259,"dec.trend"
"48","X196900280",0.214889632951535,0.441825883472859,0.613499193617433,"inc.trend"
"49","X196900286",0.395842827452699,0.144140995551242,0.365104389830343,"inc.trend"
"50","X196900344",-0.0448362006168801,0.873934080085837,0.929601429900613,"dec.trend"
"51","X196900172",0.303475915422385,0.271514241525892,0.454741444291437,"inc.trend"
"52","X196900201",-0.242706538561676,0.383432635575452,0.583374405941529,"dec.trend"
"53","X196900208",0.371745985253247,0.172454134366687,0.389289161674624,"inc.trend"
"54","X196900218",-0.47077347826339,0.0765354314165531,0.280022491135166,"dec.trend"
"55","X196900230",-0.333573497243089,0.224355298689393,0.4319318657958,"dec.trend"
"56","X196900234",0.147916941565756,0.598826234726616,0.756325737558822,"inc.trend"
"57","X196900180",-0.773585097045925,0.000715673846923273,0.0235661173879735,"decreasing"
"58","X196900181",-0.505892229274789,0.0543547776318134,0.248510830051062,"dec.trend"
"59","X196900184",-0.115754686986424,0.681213020422581,0.819945698210991,"dec.trend"
"60","X196900195",-0.435387773736441,0.104783095076826,0.322033378869446,"dec.trend"
"61","X196900204",0.0879365981664396,0.755318274871394,0.866173444566449,"inc.trend"
"62","X196900209",0.296095178008158,0.283923098734363,0.469134582496565,"inc.trend"
"63","X196900236",0.351965414444598,0.198253780083683,0.404432031538681,"inc.trend"
"64","X196900237",-0.516489773105241,0.0487007043279149,0.229092088726212,"decreasing"
"65","X196900241",0.378968039765053,0.163613267600081,0.379023700319785,"inc.trend"
"66","X196900249",-0.0800276377065299,0.776785165798797,0.874444142096358,"dec.trend"
"67","X196900279",0.302437845197794,0.273239436157762,0.454741444291437,"inc.trend"
"68","X196900289",-0.487070057318581,0.0655594238428086,0.259311118468903,"dec.trend"
"69","X196900295",0.0789940461874237,0.779602044255104,0.874444142096358,"inc.trend"
