Gb1_RT;Gb1;Gb10_RT;Gb10;Gb12_RT;Gb12;Gb13_RT;Gb13;Gb14_RT;Gb14;Gb15_RT;Gb15;Gb16_RT;Gb16;Gb17_RT;Gb17;Gb18_RT;Gb18;Gb19_RT;Gb19;Gb2_RT;Gb2;Gb20_RT;Gb20;Gb21_RT;Gb21;Gb3_RT;Gb3;Gb7_RT;Gb7;Gb8_RT;Gb8;Gb9_RT;Gb9
1.011;19563460;1.011;24378196;1.011;24045370;1.011;14949362;1.011;22528630;1.011;23327076;1.011;12217187;1.011;26739116;1.011;23133908;1.011;32043258;1.011;19722268;1.011;25053042;1.011;24546238;1.011;20801872;1.011;26697720;1.011;26693340;1.011;21648794
1.021;17134500;1.021;23115848;1.021;22479764;1.022;13308641;1.021;20690742;1.021;20916136;1.022;12105356;1.022;23936928;1.021;22285724;1.021;30727144;1.022;17517828;1.021;23206016;1.021;22545124;1.021;18435222;1.021;25396360;1.021;24950364;1.021;19987304
1.043;13726743;1.043;20332842;1.043;20811972;1.044;11483664;1.043;17755604;1.043;17863044;1.044;12565007;1.043;19208738;1.043;20593768;1.043;26437376;1.043;13942139;1.043;20405510;1.043;18936276;1.043;14544264;1.043;23008656;1.043;21073604;1.043;17099988
1.054;12554950;1.054;19318784;1.054;19744496;1.054;11357093;1.054;16379996;1.054;16146001;1.054;11935391;1.054;17601004;1.054;19767962;1.054;23746704;1.054;12708165;1.054;19327820;1.054;17838980;1.054;13666468;1.054;21801250;1.054;19906660;1.054;16002331
1.064;11813412;1.064;18605246;1.064;18775916;1.065;11072621;1.064;15371367;1.064;14846116;1.065;11749487;1.064;16180480;1.064;18833024;1.064;21732212;1.064;11582145;1.064;18482324;1.064;16723143;1.064;12903213;1.064;20639176;1.064;18797180;1.064;14907084
1.075;11289229;1.075;18114794;1.075;18047332;1.075;10749981;1.075;14669370;1.075;13580240;1.075;11385701;1.075;14772112;1.075;18161044;1.075;21239312;1.075;11077696;1.075;18043022;1.075;15635304;1.075;12072709;1.075;20032060;1.075;18442146;1.075;14560214
1.085;10770860;1.085;17650464;1.085;17441576;1.086;10171367;1.085;14177487;1.085;12552931;1.085;10991020;1.085;13722609;1.085;17978092;1.085;23313134;1.085;10707019;1.085;17619154;1.085;14704979;1.085;11546585;1.085;19314780;1.085;18417758;1.085;14329207
1.096;10572045;1.096;17190632;1.095;16567677;1.096;9667923;1.096;13462799;1.095;11600642;1.096;10895943;1.096;12934700;1.095;17812112;1.096;24511920;1.096;10309276;1.096;17326152;1.096;13984491;1.096;11041102;1.096;19079448;1.095;18406236;1.095;14020743
1.106;10610613;1.106;17365168;1.106;16065708;1.106;9198436;1.106;12818520;1.106;11139226;1.106;10594778;1.106;12257382;1.106;18158184;1.106;24724500;1.106;10339254;1.106;17026084;1.106;13418390;1.106;10618073;1.106;19056840;1.106;18633502;1.106;14454106
1.116;10590290;1.117;17599470;1.116;15299033;1.117;9007852;1.117;12386562;1.116;11287001;1.117;9721628;1.117;12002318;1.116;18890688;1.117;24740136;1.117;10503022;1.117;17131908;1.117;12702121;1.117;10504437;1.117;19525912;1.116;18769710;1.116;14833984
1.127;10567801;1.127;17921552;1.127;14566788;1.127;8843651;1.127;12165688;1.127;11040047;1.127;9010207;1.127;11619060;1.127;19825768;1.127;24599440;1.127;10913200;1.127;17302136;1.127;12264283;1.127;10282028;1.127;20073568;1.127;18771884;1.127;15118831
1.137;10853947;1.138;18136428;1.137;13501592;1.138;8860431;1.138;11698474;1.137;10772478;1.138;7761701;1.138;11305771;1.137;20637530;1.138;24668112;1.138;11030638;1.138;17520492;1.138;11350997;1.138;10080256;1.138;20356028;1.137;18706508;1.137;15071431
1.148;11087660;1.148;18086724;1.148;12889068;1.148;8753549;1.148;11809709;1.148;10260069;1.148;6873235;1.148;11116641;1.148;21037206;1.148;24711436;1.148;10763424;1.148;17793672;1.148;10765511;1.148;9952656;1.148;20409096;1.148;18626232;1.148;14959677
1.158;11623694;1.159;18047070;1.158;12748813;1.159;8857679;1.158;12266801;1.158;10162240;1.159;6371474;1.159;11265569;1.158;21398172;1.158;24930456;1.159;10610448;1.159;18506816;1.158;10928247;1.158;10277176;1.158;20659528;1.158;18876238;1.158;15106135
1.169;12763443;1.169;18588148;1.169;13071807;1.169;9594541;1.169;13138514;1.169;10839187;1.169;5942090;1.169;12279599;1.169;21709444;1.169;25484336;1.169;10822070;1.169;19626132;1.169;11929518;1.169;11276091;1.169;21250212;1.169;19502984;1.169;15519293
1.179;14351544;1.179;19496586;1.179;13983423;1.180;10909348;1.179;14716575;1.179;12011333;1.180;5534815;1.180;13631400;1.179;22176062;1.179;25802944;1.180;11926913;1.180;20653036;1.179;13299185;1.179;12939124;1.179;21784472;1.179;20122568;1.179;16595504
1.190;16537253;1.190;20479116;1.190;15360735;1.190;12751909;1.190;16197728;1.190;13621875;1.190;5396383;1.190;15319755;1.190;22854212;1.190;26287580;1.190;13613388;1.190;21660836;1.190;14933998;1.190;14703480;1.190;22498794;1.190;20734168;1.190;17452028
1.200;17879984;1.200;21141344;1.200;16603556;1.201;14675092;1.200;17853696;1.200;15315066;1.201;5454077;1.201;16766332;1.200;23390776;1.200;26257732;1.201;15123976;1.200;22755460;1.200;16366016;1.200;16284044;1.200;22888284;1.200;21224450;1.200;18178420
1.211;18657534;1.211;21289772;1.211;17827024;1.211;15776915;1.211;19269890;1.211;16810816;1.211;5537630;1.211;18335026;1.211;23719078;1.211;25799980;1.211;15948742;1.211;23520404;1.211;17546446;1.211;17615540;1.211;22957426;1.211;21392248;1.211;18455276
1.221;18767008;1.221;21127216;1.221;18690250;1.222;15972290;1.221;20031280;1.221;17747368;1.222;5927806;1.222;19293584;1.221;23492162;1.221;25178612;1.222;16038723;1.221;24061468;1.221;18281732;1.221;18500714;1.221;22596692;1.221;21150276;1.221;18362766
1.232;18073686;1.232;20524996;1.232;18993342;1.232;15695908;1.232;20047094;1.232;17804840;1.232;6337916;1.232;19487196;1.232;22824130;1.232;24678920;1.232;15372580;1.232;24195542;1.232;18474972;1.232;18607326;1.232;21706896;1.232;20614768;1.232;17938906
1.242;16849128;1.242;19715884;1.242;18807476;1.243;14852046;1.242;19390856;1.242;16869212;1.243;6812883;1.243;19030842;1.242;21663452;1.242;24171756;1.242;14126918;1.242;23527084;1.242;18303344;1.242;18132962;1.242;20682672;1.242;19863728;1.242;17061604
1.253;15069969;1.253;18373396;1.253;18157874;1.253;13270727;1.253;18371646;1.253;15038949;1.253;7032772;1.253;18170196;1.253;20563548;1.253;23715496;1.253;12181936;1.253;22537412;1.253;17812666;1.253;17007096;1.253;19143962;1.253;19065006;1.253;15878178
1.263;12791355;1.263;16588106;1.263;17142872;1.264;11210658;1.263;17026278;1.263;13004969;1.264;7113772;1.263;16818792;1.263;19007952;1.263;22884260;1.263;10198389;1.263;21192532;1.263;16992692;1.263;15342535;1.263;17247176;1.263;17797444;1.263;14040146
1.274;10670518;1.274;14443794;1.274;15617183;1.274;9316481;1.274;14999404;1.274;10983470;1.274;7143882;1.274;14997422;1.274;17437124;1.274;22111896;1.274;8737179;1.274;19672338;1.274;15828660;1.274;13452792;1.274;15007144;1.274;16431163;1.274;12201684
1.296;8632190;1.296;11335895;1.295;11769506;1.296;6888683;1.296;10740213;1.295;8355396;1.296;7140626;1.296;11116610;1.295;13760934;1.296;19744808;1.296;7459017;1.296;16712932;1.296;12731519;1.296;10235261;1.296;11338117;1.296;13624057;1.295;9715017
1.306;8362100;1.306;10495845;1.306;10059208;1.306;6399147;1.306;9339293;1.306;7808141;1.306;7047136;1.306;9728297;1.306;12335572;1.306;18684588;1.306;7441517;1.306;15164032;1.306;11207709;1.306;9174808;1.306;10380696;1.306;12683920;1.306;8982668
1.316;8177878;1.317;10065171;1.316;8901029;1.317;6174721;1.317;8332159;1.316;7275553;1.317;6806592;1.317;8908234;1.316;11315083;1.317;17586112;1.317;7422960;1.317;13882978;1.317;10230237;1.317;8506700;1.317;9636682;1.317;11939577;1.316;8866768
1.327;7889377;1.327;9870482;1.327;7956574;1.327;5967464;1.327;7552895;1.327;6896598;1.327;6460850;1.327;8397481;1.327;10343770;1.327;16569811;1.327;7373200;1.327;12801585;1.327;9505471;1.327;8023991;1.327;9219731;1.327;11381072;1.327;8708442
1.337;7566620;1.338;9509419;1.337;7270980;1.338;5585274;1.338;7117947;1.337;6467242;1.338;6299545;1.338;7968207;1.337;9685849;1.338;15478547;1.338;7384370;1.338;12030425;1.337;9118967;1.337;7709595;1.338;8956709;1.338;11059237;1.337;8561697
1.348;7132012;1.348;9411999;1.348;6745994;1.348;5410002;1.348;6641887;1.348;6161695;1.348;6216909;1.348;7464024;1.348;9128529;1.348;14821780;1.348;7122628;1.348;11367047;1.348;8996047;1.348;7533401;1.348;8613917;1.348;10779077;1.348;8512664
1.358;6731294;1.359;9355519;1.358;6350048;1.359;5118869;1.358;6382519;1.359;5982224;1.359;5984832;1.359;7132093;1.358;8725427;1.358;14415877;1.359;6914143;1.359;10877994;1.358;8861071;1.358;7236039;1.358;8382009;1.359;10470551;1.358;8410761
1.369;6474324;1.369;9202383;1.369;6005277;1.369;4875806;1.369;6199901;1.369;5840445;1.369;5995412;1.369;6775998;1.369;8470279;1.369;13958299;1.369;6601246;1.369;10506834;1.369;8725419;1.369;7049912;1.369;8325387;1.369;10208541;1.369;8170163
1.379;6333228;1.379;9183839;1.379;5718483;1.380;4821822;1.379;6030578;1.379;5772121;1.380;5828522;1.380;6538759;1.379;8347656;1.379;13239143;1.380;6575779;1.379;10335051;1.379;8520548;1.379;6881644;1.379;8154337;1.379;9863033;1.379;7949612
1.390;6180042;1.390;9024743;1.390;5636794;1.390;4778983;1.390;5992642;1.390;5741448;1.390;5726018;1.390;6330951;1.390;8004012;1.390;12422453;1.390;6464983;1.390;10112760;1.390;8246572;1.390;6763535;1.390;8078851;1.390;9774059;1.390;7878313
1.400;6216245;1.400;8766842;1.400;5593384;1.401;4833830;1.400;6015274;1.400;5855678;1.401;5737070;1.401;6068696;1.400;7861247;1.400;11296672;1.401;6593540;1.400;9828044;1.400;7948637;1.400;6772343;1.400;7987031;1.401;9613609;1.400;7869744
1.411;6197943;1.411;8735940;1.411;5666188;1.411;4935747;1.411;6140888;1.411;6012899;1.411;5603303;1.411;5940330;1.411;7600304;1.411;10329790;1.411;6764724;1.411;9718426;1.411;7725600;1.411;6808161;1.411;7671005;1.411;9418360;1.411;7749242
1.421;6168111;1.421;8495840;1.421;5878710;1.422;5075914;1.421;6242803;1.421;6031392;1.422;5620437;1.422;5975119;1.421;7550332;1.421;9808912;1.421;6878304;1.421;9519871;1.421;7677950;1.421;6981685;1.421;7575724;1.422;9289559;1.421;7813265
1.432;6128639;1.432;8484468;1.432;6216333;1.432;5066508;1.432;6362448;1.432;6359625;1.432;5525240;1.432;6130730;1.432;7415169;1.432;9409806;1.432;7027193;1.432;9561112;1.432;7847086;1.432;7176339;1.432;7510621;1.432;9257119;1.432;7892899
1.442;6174210;1.442;8442289;1.442;6471729;1.443;5331112;1.442;6450279;1.443;6561376;1.443;5335255;1.442;6357435;1.442;7404074;1.442;9448245;1.442;7175228;1.442;9438317;1.442;7934408;1.442;7357172;1.442;7497246;1.442;9193912;1.442;7875727
1.453;6215446;1.453;8532229;1.453;6727592;1.453;5426552;1.453;6462781;1.453;6859530;1.453;5207233;1.453;6698052;1.453;7485244;1.453;9575852;1.453;7358139;1.453;9415682;1.453;8042058;1.453;7589350;1.453;7457614;1.453;9245805;1.453;8017048
1.463;6192870;1.463;8639844;1.463;6910488;1.464;5516513;1.463;6387015;1.463;7119439;1.464;5159052;1.463;6855375;1.463;7603655;1.463;9879109;1.463;7425688;1.463;9480587;1.463;8140811;1.463;7631909;1.463;7611446;1.463;9181925;1.463;8218727
1.474;6294327;1.474;8948692;1.474;7015145;1.474;5534196;1.474;6213113;1.474;7416894;1.474;5011527;1.474;7166984;1.474;7577214;1.474;10109844;1.474;7505101;1.474;9434524;1.474;8084430;1.474;7668559;1.474;7677163;1.474;9147219;1.474;8464118
1.484;6226090;1.484;9172297;1.484;6994861;1.485;5457692;1.484;6080286;1.484;7942961;1.484;5180166;1.484;7221890;1.484;7560411;1.484;10692152;1.484;7401629;1.484;9351914;1.484;8014028;1.484;7429796;1.484;7842047;1.484;9044749;1.484;8471608
1.495;6242734;1.495;9440850;1.495;7045977;1.495;5561932;1.495;5975645;1.495;8348073;1.495;5115768;1.495;7168514;1.495;7584608;1.495;10987755;1.495;7198570;1.495;9435925;1.495;8181509;1.495;7343686;1.495;8023205;1.495;8961316;1.495;8657390
1.505;6240160;1.505;9578621;1.505;6939235;1.505;5467278;1.505;5767725;1.505;8630118;1.505;4867535;1.505;7214108;1.505;7645386;1.505;11746750;1.505;7120940;1.505;9507718;1.505;8192200;1.505;7248799;1.505;8388268;1.505;9009404;1.505;8815916
1.515;6075071;1.516;9924257;1.516;6948608;1.516;5335283;1.516;5763240;1.516;8779268;1.516;4834176;1.516;7140007;1.515;7690708;1.516;12685024;1.516;7042900;1.516;9576631;1.516;8377185;1.516;7352044;1.516;8598768;1.516;9051889;1.515;8848859
1.526;6223081;1.526;10324656;1.526;7142320;1.526;5223449;1.526;5627549;1.526;8721963;1.526;4731338;1.526;7085601;1.526;7652115;1.526;13661198;1.526;7003840;1.526;9779059;1.526;8446982;1.526;7338368;1.526;8772873;1.526;9051303;1.526;9078639
1.548;6192532;1.548;10533142;1.548;7412013;1.548;5007276;1.548;5569551;1.548;8987804;1.548;4814305;1.548;6945863;1.548;7558170;1.548;14529044;1.548;6884436;1.548;10341748;1.548;8986569;1.548;7290052;1.548;8960063;1.548;9153125;1.548;9033191
1.558;6096540;1.558;10245601;1.559;7544449;1.559;4804686;1.558;5600305;1.559;8971183;1.559;4789642;1.559;7071225;1.558;7411313;1.558;14320890;1.559;6854817;1.559;10324316;1.558;9063262;1.558;7493011;1.558;8776032;1.559;9054472;1.558;8944437
1.569;6027007;1.569;9755007;1.569;7483526;1.569;4708031;1.569;5477150;1.569;9081022;1.569;4838453;1.569;6912372;1.569;7223378;1.569;13834325;1.569;6746129;1.569;10304601;1.569;9097572;1.569;7506748;1.569;8405856;1.569;8823089;1.569;8656737
1.579;5778535;1.579;9209200;1.579;7198469;1.580;4536407;1.579;5408422;1.580;8969435;1.580;4754340;1.580;6924884;1.579;6856263;1.579;13233213;1.580;6643688;1.579;9828851;1.579;9055848;1.579;7570269;1.579;8107223;1.580;8440303;1.579;7992694
1.590;5696975;1.590;8583738;1.590;6739564;1.590;4434308;1.590;5283403;1.590;8893866;1.590;4894669;1.590;6801906;1.590;6672110;1.590;12771312;1.590;6607860;1.590;9166631;1.590;8742188;1.590;7385601;1.590;7838041;1.590;8126846;1.590;7678000
1.600;5489771;1.600;8120497;1.600;6273907;1.601;4428573;1.600;5178774;1.601;8771122;1.601;4833553;1.601;6647850;1.600;6412691;1.600;12224007;1.601;6479277;1.600;8488635;1.600;8283808;1.600;7145253;1.600;7659628;1.601;7868753;1.600;7328349
1.611;5447866;1.611;7753459;1.611;5874341;1.611;4315565;1.611;5004160;1.611;8565619;1.611;4731627;1.611;6411629;1.611;6341949;1.611;12056744;1.611;6408132;1.611;7863268;1.611;7988899;1.611;6969971;1.611;7523963;1.611;7621864;1.611;7094681
1.621;5376271;1.621;7345271;1.621;5429490;1.622;4234240;1.621;4993111;1.622;8386950;1.622;4836824;1.622;6223444;1.621;6292848;1.621;11730414;1.621;6320701;1.621;7338944;1.621;7572154;1.621;6806526;1.621;7491481;1.622;7457545;1.621;6952404
1.632;5493667;1.632;7105744;1.632;5121405;1.632;4232258;1.632;5043728;1.632;8256166;1.632;4817155;1.632;6094622;1.632;6350766;1.632;11631719;1.632;6238927;1.632;7057836;1.632;7279678;1.632;6709090;1.632;7370856;1.632;7319292;1.632;6882067
1.642;5906901;1.642;6907459;1.642;5100165;1.643;4470568;1.642;5153104;1.643;8200597;1.643;4768330;1.642;6003907;1.642;6372511;1.642;11532109;1.642;6273776;1.642;6980748;1.642;7131960;1.642;6610767;1.642;7241373;1.643;7369507;1.642;6841075
1.653;6668991;1.653;7038360;1.653;5032191;1.653;4831074;1.653;5330356;1.653;8425917;1.653;4824744;1.653;6081581;1.653;6537887;1.653;11389189;1.653;6447942;1.653;7075556;1.653;7009720;1.653;6782163;1.653;7353875;1.653;7638829;1.653;7060482
1.663;7709160;1.663;7506946;1.663;5184959;1.664;5637415;1.663;5790332;1.664;8642481;1.664;5265592;1.663;6427711;1.663;6779338;1.663;11339990;1.663;7209282;1.663;7550557;1.663;7314944;1.663;7434777;1.663;7659300;1.664;8404089;1.663;7625097
1.674;8564089;1.674;8528213;1.674;5766188;1.674;6520856;1.674;6605822;1.674;9313503;1.674;6226523;1.674;7038730;1.674;7088066;1.674;11437715;1.674;8227303;1.674;8200634;1.674;8044240;1.674;8499301;1.674;8382720;1.674;9189679;1.674;8496603
1.684;9082788;1.684;9520573;1.684;6689614;1.685;7353207;1.684;7799466;1.685;10166456;1.684;7554487;1.684;7855445;1.684;7758057;1.684;11831097;1.684;9074147;1.684;8883067;1.684;8897902;1.684;9249546;1.684;9209670;1.684;9510502;1.684;9095215
1.694;9336752;1.695;9917949;1.695;7787124;1.695;7878459;1.695;8612398;1.695;10512889;1.695;8471410;1.695;8514278;1.694;8440109;1.695;11902204;1.695;9466453;1.695;9131442;1.695;9117500;1.695;9532075;1.695;9754722;1.695;9619603;1.695;9514970
1.705;9480446;1.705;10103380;1.705;8502134;1.705;8153962;1.705;9074712;1.705;10584060;1.705;8887056;1.705;8957715;1.705;8820176;1.705;11272931;1.705;9636298;1.705;9413661;1.705;9295978;1.705;9670079;1.705;9841813;1.705;9586201;1.705;9622814
1.715;9546258;1.716;10154296;1.716;8749888;1.716;8321775;1.716;9154912;1.716;10627893;1.716;9081955;1.716;9125878;1.715;8879866;1.716;10866521;1.716;9707411;1.716;9522598;1.716;9313971;1.716;9627563;1.716;9885377;1.716;9666580;1.715;9650658
1.726;9647559;1.726;10191199;1.726;8852865;1.726;8283664;1.726;9212894;1.727;10626838;1.726;9118043;1.726;9231476;1.726;8953619;1.726;10764011;1.726;9800083;1.726;9577460;1.726;9338110;1.726;9675480;1.726;9962366;1.726;9764273;1.726;9736023
1.736;9533973;1.737;10045645;1.737;8911542;1.737;8107420;1.737;9181000;1.737;10652429;1.737;9149717;1.737;9208567;1.736;8881242;1.737;10879131;1.737;9780713;1.737;9683588;1.736;9368486;1.737;9736832;1.737;9913558;1.737;9814514;1.736;9755892
1.747;9274822;1.747;9763397;1.747;8827905;1.747;7853738;1.747;9068928;1.747;10777492;1.747;8978615;1.747;9083409;1.747;8704172;1.747;11142307;1.747;9772698;1.747;9810415;1.747;9419124;1.747;9795562;1.747;9897477;1.747;9731887;1.747;9620451
1.757;8863293;1.758;9247028;1.758;8743318;1.758;7384738;1.758;8822108;1.758;10937709;1.758;8848436;1.758;8924538;1.757;8491848;1.758;11510671;1.758;9583485;1.758;9752611;1.757;9418714;1.757;9863066;1.757;9739998;1.758;9761232;1.757;9471115
1.768;8316402;1.768;8601936;1.768;8393356;1.768;6774208;1.768;8473409;1.768;10780238;1.768;8373853;1.768;8610176;1.768;7997997;1.768;11886148;1.768;9248965;1.768;9555202;1.768;9256350;1.768;9887001;1.768;9342359;1.768;9498391;1.768;9093313
1.778;7606602;1.778;8164483;1.778;7920359;1.779;6125536;1.778;7867455;1.779;10423942;1.779;7872063;1.779;8175881;1.778;7495940;1.778;12043040;1.779;8602396;1.778;9215648;1.778;8851156;1.778;9704229;1.778;8862879;1.779;9121058;1.778;8593409
1.800;6473123;1.800;8083987;1.800;6629909;1.801;5529342;1.800;6594189;1.801;9191038;1.801;6586160;1.801;7395637;1.800;6718425;1.800;10979218;1.801;7104462;1.800;8572322;1.800;7439715;1.800;8608333;1.800;8028628;1.801;7934749;1.800;7701823
1.811;6400760;1.811;8349040;1.811;6253148;1.811;5489343;1.811;6234278;1.811;8822061;1.811;6205788;1.811;7208687;1.811;6609240;1.811;10031087;1.811;6863075;1.811;8625827;1.811;6864367;1.811;8188512;1.811;7943142;1.811;7758030;1.811;7562063
1.821;6248681;1.821;8491718;1.821;6109129;1.822;5566796;1.821;6117894;1.822;8696503;1.822;6063655;1.822;7030914;1.821;6529594;1.821;9442624;1.821;6735632;1.821;8670187;1.821;6514247;1.821;7846193;1.821;7884019;1.822;7621822;1.821;7592519
1.832;6256938;1.832;8732593;1.832;6055900;1.832;5703423;1.832;6274726;1.832;8756177;1.832;6011736;1.832;7082687;1.832;6605504;1.832;9170533;1.832;6800114;1.832;8893652;1.832;6385591;1.832;7706083;1.832;7877133;1.832;7766366;1.832;7712837
1.842;6189091;1.842;8933327;1.842;6291218;1.843;5943867;1.842;6301498;1.843;8861315;1.843;6211672;1.842;7097507;1.842;6768691;1.842;9353051;1.842;7006699;1.842;9173510;1.842;6585628;1.842;7613780;1.842;7967382;1.843;7771874;1.842;7933624
1.853;6026355;1.853;8986498;1.853;6548836;1.853;6195602;1.853;6455720;1.853;9035594;1.853;6463530;1.853;7156699;1.853;6883558;1.853;9897007;1.853;7152087;1.853;9645037;1.853;6636692;1.853;7686670;1.853;8089132;1.853;7772008;1.853;8124059
1.863;6043042;1.863;9069413;1.863;6674790;1.864;6598746;1.863;6728475;1.864;9246969;1.863;6769233;1.863;7206162;1.863;6802713;1.863;10512666;1.863;7161030;1.863;10300495;1.863;6733341;1.863;7890599;1.863;8128444;1.863;7943233;1.863;8352710
1.874;6192692;1.874;9330493;1.874;6990897;1.874;7149142;1.874;7143915;1.874;9518486;1.874;7012630;1.874;7598840;1.874;6904064;1.874;11018945;1.874;7349108;1.874;10913910;1.874;7197479;1.874;8295835;1.874;8104024;1.874;7921306;1.874;8556310
1.884;6658488;1.884;9648574;1.884;7297109;1.885;7981573;1.884;7940866;1.885;9789794;1.884;7174941;1.884;8103263;1.884;7131201;1.884;11346614;1.884;7638289;1.884;11693013;1.884;7471728;1.884;8705231;1.884;8292875;1.884;8162904;1.884;9187926
1.894;7357529;1.895;10223624;1.895;7671269;1.895;8971161;1.895;8829929;1.895;10059393;1.895;7106078;1.895;8685929;1.894;7650459;1.895;11675134;1.895;8166531;1.895;12286731;1.895;8052637;1.895;9316602;1.895;8675392;1.895;8559369;1.895;9633059
1.905;8200287;1.905;10777336;1.905;8318185;1.905;9922076;1.905;9983172;1.906;10297340;1.905;7431399;1.905;9264675;1.905;8562861;1.905;12042888;1.905;9163873;1.905;12878462;1.905;8594813;1.905;10036581;1.905;9315870;1.905;9196160;1.905;10403373
1.915;8800117;1.916;11542472;1.916;9089144;1.916;10754374;1.916;11107026;1.916;10802516;1.916;7804198;1.916;9953376;1.915;9679554;1.916;12419928;1.916;10049669;1.916;13542108;1.916;9103661;1.916;10547798;1.916;10274493;1.916;9943863;1.915;11055147
1.926;9319108;1.926;12215070;1.926;10053196;1.926;11360633;1.926;12174118;1.926;11059267;1.926;8546341;1.926;10272738;1.926;10635976;1.926;13000211;1.926;10745073;1.926;13854202;1.926;9659106;1.926;10849987;1.926;11102507;1.926;10538004;1.926;11280361
1.936;9846360;1.937;12548455;1.937;10817582;1.937;11756049;1.937;13176004;1.937;11294770;1.937;9330153;1.937;10642767;1.936;11687358;1.937;13378650;1.937;11118206;1.937;14341282;1.936;10148953;1.937;11231523;1.936;11685594;1.937;11016241;1.936;11477479
1.947;10105137;1.947;12778423;1.947;11513695;1.947;12283492;1.947;13999250;1.947;11426909;1.947;9815669;1.947;10815602;1.947;12485033;1.947;13760725;1.947;11486693;1.947;14881089;1.947;10568771;1.947;11419601;1.947;12043648;1.947;11366932;1.947;11592598
1.957;10285070;1.957;12995404;1.957;11934437;1.958;12615832;1.957;14768826;1.958;11520462;1.958;10075459;1.958;10992549;1.957;13142564;1.957;14068087;1.958;11591567;1.958;15158986;1.957;10948136;1.958;11617185;1.957;12280222;1.958;11615132;1.957;11792796
1.968;10177661;1.968;13015174;1.968;11954238;1.968;12845239;1.968;15255127;1.968;11538111;1.968;10050106;1.968;11059726;1.968;13624021;1.968;14372147;1.968;11427088;1.968;15448343;1.968;11060998;1.968;11636070;1.968;12107112;1.968;11490364;1.968;11537474
1.978;9814064;1.978;12827985;1.978;11741760;1.979;12850966;1.978;15392223;1.979;11402701;1.979;10055644;1.979;10794901;1.978;13927951;1.978;14552576;1.979;11180372;1.979;15645822;1.978;11009322;1.979;11542569;1.978;12063775;1.979;11394910;1.978;11447978
1.989;9407634;1.989;12425985;1.989;11133846;1.989;12684805;1.989;15434103;1.989;11048319;1.989;9653587;1.989;10506690;1.989;13949985;1.989;14369224;1.989;10694808;1.989;15360366;1.989;10849425;1.989;11135075;1.989;11687583;1.989;11070193;1.989;11113062
1.999;8838429;1.999;12049544;1.999;10424474;2.000;12533830;1.999;15106062;2.000;10568613;2.000;9208282;2.000;9774026;1.999;13667303;1.999;13986860;2.000;10159492;2.000;15254696;1.999;10361831;2.000;10569517;1.999;10993180;2.000;10638228;1.999;10668851
2.010;8245528;2.010;11446643;2.010;9438220;2.010;12155009;2.010;14793727;2.010;9945352;2.010;8738337;2.010;9009202;2.010;13292331;2.010;13272093;2.010;9203173;2.010;14326218;2.010;10033570;2.010;9792681;2.010;10175572;2.010;9951196;2.010;10115110
