Wb1_RT;Wb1;Wb10_RT;Wb10;Wb11_RT;Wb11;Wb12_RT;Wb12;Wb13_RT;Wb13;Wb14_RT;Wb14;Wb15_RT;Wb15;Wb16_RT;Wb16;Wb17_RT;Wb17;Wb2_RT;Wb2;Wb3_RT;Wb3;Wb4_RT;Wb4;Wb5_RT;Wb5;Wb6_RT;Wb6;Wb7_RT;Wb7;Wb8_RT;Wb8
1.054;8664983;1.054;8651364;1.054;8634986;1.054;8079647;1.054;9114831;1.054;8237933;1.054;7219647;1.054;9185229;1.054;9324746;1.054;8028032;1.054;8681519;1.054;9166788;1.054;9848543;1.054;8817493;1.054;8881396;1.054;6738961
1.065;8911735;1.064;8096280;1.064;8273899;1.065;7950131;1.064;8933426;1.065;8165444;1.065;7179290;1.064;9194662;1.064;9387602;1.064;7899150;1.064;8377941;1.064;9075825;1.064;9698709;1.064;8708431;1.064;8757019;1.064;6786746
1.075;8812372;1.075;7846444;1.075;8284152;1.075;8042040;1.075;8836991;1.075;8342485;1.075;7029251;1.075;8958789;1.075;9497296;1.075;7791738;1.075;8003054;1.075;8897843;1.075;9331440;1.075;8761739;1.075;8634139;1.075;6798374
1.085;8706181;1.085;7382177;1.085;7840344;1.086;7878083;1.085;8409373;1.086;8191172;1.086;6747823;1.085;8840239;1.085;9538959;1.085;7807288;1.085;7637462;1.085;9020792;1.085;8916976;1.085;8852688;1.085;8283382;1.085;6438098
1.096;8478405;1.096;6926167;1.096;7274418;1.096;7586010;1.096;7744386;1.096;8004402;1.096;6476778;1.095;8947403;1.095;9175909;1.095;7745261;1.096;7125630;1.096;8668022;1.095;8376369;1.096;8492277;1.095;7761814;1.095;6169231
1.106;8044571;1.106;6400573;1.106;6712827;1.107;7205684;1.106;7177705;1.107;7642936;1.106;6143461;1.106;8386600;1.106;8592000;1.106;7647229;1.106;6781971;1.106;7876884;1.106;7941711;1.106;7926408;1.106;7072429;1.106;5592407
1.117;7666270;1.117;5991102;1.116;5940123;1.117;6631778;1.117;6724953;1.117;7270270;1.117;5744261;1.116;7907067;1.116;7815177;1.116;7256204;1.116;6336715;1.117;7285261;1.116;7500578;1.117;7395943;1.116;6396637;1.116;5260635
1.127;7288444;1.127;5836263;1.127;5745367;1.127;6141606;1.127;6663656;1.127;6574517;1.127;5345736;1.127;7568389;1.127;7086124;1.127;6881015;1.127;6270022;1.127;6673564;1.127;7061747;1.127;6862082;1.127;5892968;1.127;5114138
1.138;6829001;1.138;6824864;1.137;7007101;1.138;6235858;1.137;8425496;1.138;6496307;1.138;5418612;1.137;7119926;1.137;7448602;1.137;6538484;1.137;8114193;1.138;7451379;1.137;7430522;1.138;7468806;1.137;6165400;1.137;5005762
1.148;7883563;1.148;7880681;1.148;8292351;1.148;7595312;1.148;9234866;1.148;8161807;1.148;7092085;1.148;7956789;1.148;8237600;1.148;7231026;1.148;9102288;1.148;8489293;1.148;8097873;1.148;8240799;1.148;7009314;1.148;4786056
1.159;8934837;1.159;8230100;1.158;8556070;1.159;8648721;1.158;9614530;1.159;9179922;1.159;8138876;1.158;8785958;1.158;8695667;1.158;7992010;1.158;9617728;1.159;8774956;1.158;8507970;1.159;8543802;1.158;7029514;1.158;4766076
1.169;9277024;1.169;7677868;1.169;8025246;1.169;9397716;1.169;9399792;1.169;9667272;1.169;8530320;1.169;9134197;1.169;8214473;1.169;8298087;1.169;9185859;1.169;8224859;1.169;7951696;1.169;8251142;1.169;6877845;1.169;4592779
1.180;9202124;1.180;6276860;1.179;6638811;1.180;8823376;1.179;8415989;1.180;9482631;1.180;7903549;1.179;9011116;1.179;6994521;1.179;8122033;1.179;8081240;1.180;6813986;1.179;6753763;1.180;7193518;1.179;5539827;1.179;4135547
1.190;7880759;1.190;4986791;1.190;4811892;1.190;7824455;1.190;6616218;1.190;7764532;1.190;6257630;1.190;7875969;1.190;5862085;1.190;7348064;1.190;6125573;1.190;5757285;1.190;5947301;1.190;5879203;1.190;4831151;1.190;3670849
1.201;6271704;1.201;4549743;1.200;4185162;1.201;6020947;1.200;5556247;1.201;5870082;1.201;4587793;1.200;6435046;1.200;5479166;1.200;5954136;1.200;4984175;1.201;5342380;1.200;5685378;1.201;5351938;1.200;4651286;1.200;3639636
1.211;5537400;1.211;4608005;1.211;4132247;1.211;5141000;1.211;5484742;1.211;5200660;1.211;3844514;1.211;5463975;1.211;5456570;1.211;5485081;1.211;5036760;1.211;5435013;1.211;5454081;1.211;5266557;1.211;4748446;1.211;3803805
1.222;5809070;1.221;4850696;1.221;4275027;1.222;5065737;1.221;5815757;1.222;5342920;1.222;3968442;1.221;5392786;1.221;5533967;1.221;5486857;1.221;5250478;1.221;5597424;1.221;5760189;1.222;5345647;1.221;4909100;1.221;3878556
1.232;6124007;1.232;4870636;1.232;4518580;1.232;5365321;1.232;6201155;1.232;5697627;1.232;4122327;1.232;5602392;1.232;5867219;1.232;5768229;1.232;5578211;1.232;5748392;1.232;5903949;1.232;5489867;1.232;4982624;1.232;4028759
1.243;6446403;1.242;4965176;1.242;4657791;1.243;5567749;1.242;6409289;1.243;6151520;1.243;4545632;1.242;5824143;1.242;6331082;1.242;6179243;1.242;5750997;1.242;5859938;1.242;6211858;1.243;5674727;1.242;5112649;1.242;4160482
1.253;7046877;1.253;5106326;1.253;4914840;1.253;5716066;1.253;6835604;1.253;6770015;1.253;4907162;1.253;5977426;1.253;6748621;1.253;6887625;1.253;5958904;1.253;6169946;1.253;6476231;1.253;5939387;1.253;5355605;1.253;4097061
1.264;7310274;1.263;5227333;1.263;5020660;1.264;5783976;1.263;7216231;1.264;7139467;1.264;5250666;1.263;6138666;1.263;7191548;1.263;7320792;1.263;6024339;1.263;6375281;1.263;6703831;1.264;6322644;1.263;5519254;1.263;4212075
1.274;7268702;1.274;5263844;1.274;5190127;1.274;5675006;1.274;7522382;1.274;7325289;1.274;5355847;1.274;6365411;1.274;7238781;1.274;7636089;1.274;6050026;1.274;6421155;1.274;6883210;1.274;6602478;1.274;5543767;1.274;4235716
1.296;7348564;1.296;5549987;1.296;5299847;1.296;5501999;1.296;7647516;1.296;7294486;1.296;5518326;1.295;7293730;1.295;7429788;1.295;7803602;1.296;6038566;1.296;6218107;1.295;7310134;1.296;7055309;1.295;5509538;1.295;4198198
1.306;7310362;1.306;5586461;1.306;5299306;1.306;5708227;1.306;7635177;1.307;7272784;1.306;5479429;1.306;7772607;1.306;7487711;1.306;7817349;1.306;5876412;1.306;6089075;1.306;7249974;1.306;7198648;1.306;5592871;1.306;4338237
1.317;7219509;1.317;5613884;1.316;5280646;1.317;5930792;1.316;7314527;1.317;7054582;1.317;5445535;1.316;7905853;1.316;7213746;1.316;7774103;1.316;5639493;1.317;6107463;1.316;7364484;1.317;6916815;1.316;5418536;1.316;4378867
1.327;7124764;1.327;5509973;1.327;5265902;1.327;6123506;1.327;7019352;1.327;6711923;1.327;5225485;1.327;7784748;1.327;7055672;1.327;7756090;1.327;5469460;1.327;5937177;1.327;7087873;1.327;6421152;1.327;5314383;1.327;4396077
1.338;7286740;1.338;5401888;1.337;5094693;1.338;6461514;1.337;6589030;1.338;6304722;1.338;5075663;1.337;7380337;1.337;6780926;1.337;7680083;1.337;5216282;1.338;5995737;1.337;6956831;1.338;5920900;1.337;4944760;1.337;4390675
1.348;7260265;1.348;5187270;1.348;4954715;1.348;6451664;1.348;6164637;1.348;6067540;1.348;4770741;1.348;6879218;1.348;6546777;1.348;7483343;1.348;4945342;1.348;6081686;1.348;7028429;1.348;5666113;1.348;4998670;1.348;4380020
1.359;6881994;1.359;5146451;1.358;4795844;1.359;6275084;1.358;5941464;1.359;5742852;1.359;4478370;1.358;6323161;1.358;6482887;1.358;7127872;1.358;4781779;1.359;6080554;1.358;6937874;1.359;5597205;1.358;4991146;1.358;4296974
1.369;6626070;1.369;4996074;1.369;4722953;1.369;5889206;1.369;5778155;1.369;5255223;1.369;4324327;1.369;5949061;1.369;6420838;1.369;6756221;1.369;4793784;1.369;6022323;1.369;7040509;1.369;5723631;1.369;4888474;1.369;4251929
1.380;6406662;1.380;5113869;1.379;4648706;1.380;5359396;1.379;5797444;1.380;5023600;1.380;4211957;1.379;5548763;1.379;6338201;1.379;6439536;1.380;4845528;1.380;6074249;1.379;7070359;1.380;5762647;1.379;4904272;1.379;4103789
1.390;6023375;1.390;5181233;1.390;4585808;1.390;4894050;1.390;5771337;1.390;4772603;1.390;4087916;1.390;5394701;1.390;6473187;1.390;6008934;1.390;4853617;1.390;6142369;1.390;7096496;1.390;5778865;1.390;4881598;1.390;4084340
1.401;5797116;1.401;5220718;1.400;4557168;1.401;4790116;1.400;5704489;1.401;4589236;1.401;3949144;1.400;5208170;1.400;6504726;1.400;5948731;1.400;4833876;1.400;6215683;1.400;6973424;1.401;5883484;1.400;4847425;1.400;3971381
1.411;5726024;1.411;5468314;1.411;4608839;1.411;4874987;1.411;5627440;1.411;4521494;1.411;3857930;1.411;5133990;1.411;6342946;1.411;5925489;1.411;4762901;1.411;6189977;1.411;7091343;1.411;5725961;1.411;4898280;1.411;3820506
1.422;5811546;1.421;5494000;1.421;4700295;1.422;4964805;1.421;5543384;1.422;4500251;1.422;3835345;1.421;5185603;1.421;6293387;1.421;6081725;1.421;4795401;1.421;6172515;1.421;7047890;1.422;5628006;1.422;4914598;1.421;3913023
1.432;5799486;1.432;5314882;1.432;4631876;1.432;5237888;1.432;5282876;1.432;4470430;1.432;3807696;1.432;5200727;1.432;6272660;1.432;6040076;1.432;4646138;1.432;6264790;1.432;7176922;1.432;5362425;1.432;4713506;1.432;4045517
1.443;5725025;1.442;5456643;1.442;4633586;1.443;5263335;1.442;5097853;1.443;4662816;1.443;3742637;1.442;5181752;1.442;6302270;1.442;5997750;1.442;4525368;1.442;6304402;1.442;7023227;1.443;5240010;1.442;4767794;1.442;3988882
1.453;5861427;1.453;5376020;1.453;4601021;1.453;5110123;1.453;4941646;1.453;4549626;1.453;3692664;1.453;5084114;1.453;6444199;1.453;5896242;1.453;4599932;1.453;6211443;1.453;7152538;1.453;5023942;1.453;4727237;1.453;3939938
1.464;5824098;1.463;5205770;1.463;4592460;1.464;4834318;1.463;4882381;1.464;4462234;1.464;3667895;1.463;5133716;1.463;6471727;1.463;5842617;1.463;4486621;1.463;6067487;1.463;7197107;1.464;4784793;1.463;4301217;1.463;3918573
1.474;5821879;1.474;5207612;1.474;4661021;1.474;4597242;1.474;4866537;1.474;4435448;1.474;3807877;1.474;5087567;1.474;6257340;1.474;5785319;1.474;4484178;1.474;6103843;1.474;7050549;1.474;4490932;1.474;4010046;1.474;3871481
1.485;6076353;1.484;5179887;1.484;4583719;1.485;4303936;1.484;4736650;1.485;4396366;1.485;3826556;1.484;5100523;1.484;5903709;1.484;5682756;1.484;4449821;1.484;5871597;1.484;6974863;1.484;4071604;1.484;3745994;1.484;3833385
1.495;6109125;1.495;5105862;1.495;4593221;1.495;4291507;1.495;4646122;1.495;4474425;1.495;3908867;1.495;5060573;1.495;5456473;1.495;5734195;1.495;4333725;1.495;5688356;1.495;6859067;1.495;3758183;1.495;3446620;1.495;3720009
1.505;6118282;1.505;5084208;1.505;4620945;1.506;4306114;1.505;4604342;1.506;4375261;1.505;4033937;1.505;5110862;1.505;5111578;1.505;5628693;1.505;4281179;1.505;5689932;1.505;6955817;1.505;3558303;1.506;3254286;1.505;3707810
1.516;6059572;1.516;5097482;1.515;4641593;1.516;4550189;1.516;4668138;1.516;4481514;1.516;4266151;1.515;5215175;1.515;5014003;1.515;5604496;1.516;4215661;1.516;5473279;1.515;7049565;1.516;3476364;1.516;3217749;1.515;3634286
1.526;6121159;1.526;4951361;1.526;4620848;1.526;4837567;1.526;5024731;1.527;4674763;1.526;4339064;1.526;5308966;1.526;5064459;1.526;5908971;1.526;4456243;1.526;5617276;1.526;6998696;1.526;3474638;1.526;3243214;1.526;3740650
1.548;5953953;1.548;5283197;1.548;4613750;1.548;5632012;1.548;5827398;1.548;5371346;1.548;4590819;1.548;5721275;1.548;5643474;1.548;6318518;1.548;4907761;1.548;5859206;1.548;7188965;1.548;3906111;1.548;3653043;1.548;4062883
1.559;6078450;1.559;5238186;1.558;4686960;1.559;5793178;1.558;6046773;1.559;5762619;1.559;4740840;1.558;6024387;1.558;5954315;1.558;6362177;1.559;5243414;1.559;6163413;1.558;7098437;1.559;4382354;1.559;3951313;1.559;4320708
1.569;6125613;1.569;5386243;1.569;4801281;1.569;6081227;1.569;6475903;1.569;6003953;1.569;5008950;1.569;6174970;1.569;6303534;1.569;6356468;1.569;5528077;1.569;6252411;1.569;7316040;1.569;4790489;1.569;4229418;1.569;4633942
1.580;6178691;1.580;5419760;1.579;4773460;1.580;6158533;1.579;6621987;1.580;6223042;1.580;5072509;1.579;6399383;1.579;6417862;1.579;6563357;1.580;5670586;1.580;6323504;1.579;7304657;1.580;5107623;1.580;4514829;1.579;4836969
1.590;6118385;1.590;5488792;1.590;4993499;1.590;6229814;1.590;6815578;1.590;6245052;1.590;5265532;1.590;6522936;1.590;6479214;1.590;6524262;1.590;5793089;1.590;6397531;1.590;7342581;1.590;5346174;1.590;4658861;1.590;5106951
1.601;6146714;1.600;5617369;1.600;5060640;1.601;6197211;1.600;6822309;1.601;6306906;1.601;5457790;1.600;6542826;1.600;6679979;1.600;6589610;1.601;5740433;1.600;6462211;1.600;7319556;1.601;5584686;1.601;4891017;1.600;5275891
1.611;6013459;1.611;5643679;1.611;4993195;1.611;6063862;1.611;6707209;1.611;6376332;1.611;5624136;1.611;6511845;1.611;6638260;1.611;6609115;1.611;5605223;1.611;6467784;1.611;7401160;1.611;5737778;1.611;4915396;1.611;5320129
1.622;6060756;1.621;5516866;1.621;5044889;1.622;6162267;1.621;6497425;1.622;6176045;1.622;5504624;1.621;6519164;1.621;6577554;1.621;6768965;1.621;5550666;1.621;6556574;1.621;7681335;1.622;5750734;1.622;5035795;1.621;5157352
1.632;6091402;1.632;5633283;1.632;4995063;1.632;6037359;1.632;6227427;1.632;6029241;1.632;5482296;1.632;6426180;1.632;6607287;1.632;6674476;1.632;5425267;1.632;6572405;1.632;7582298;1.632;5844537;1.632;4931248;1.632;5079125
1.643;5947256;1.642;5511984;1.642;4896785;1.643;5765087;1.642;5821362;1.643;5816476;1.643;5334549;1.642;6383910;1.642;6645671;1.642;6675144;1.642;5280383;1.642;6573187;1.642;7463185;1.643;5670656;1.643;4820496;1.642;4985009
1.653;5908357;1.653;5496560;1.653;4834882;1.653;5471088;1.653;5644769;1.653;5668703;1.653;5260742;1.653;6110224;1.653;6499833;1.653;6741815;1.653;5113038;1.653;6469551;1.653;7355339;1.653;5570631;1.653;4627665;1.653;4745771
1.664;5798852;1.663;5377261;1.663;4732778;1.664;5223203;1.663;5631898;1.664;5537712;1.664;5087732;1.663;6029962;1.663;6404738;1.663;6646177;1.663;5096426;1.663;6427746;1.663;7123733;1.663;5506787;1.664;4707412;1.663;4662341
1.674;5562158;1.674;5375282;1.674;4801213;1.674;5143833;1.674;5479181;1.674;5392982;1.674;5084546;1.674;5946556;1.674;6517679;1.674;6532570;1.674;5046857;1.674;6590373;1.674;7036763;1.674;5344489;1.674;4597230;1.674;4538128
1.684;5608130;1.684;5551721;1.684;4898281;1.685;5186604;1.684;5465841;1.685;5421508;1.685;5219044;1.684;6025169;1.684;6497670;1.684;6770943;1.684;5041769;1.684;6540599;1.684;7249242;1.684;5318301;1.685;4578352;1.684;4646156
1.695;5507317;1.695;5657330;1.695;4978800;1.695;5361735;1.695;5609383;1.695;5652480;1.695;5378986;1.694;6040620;1.694;6428836;1.694;6856427;1.695;5174846;1.695;6564542;1.695;7131566;1.695;5272218;1.695;4739692;1.695;4588190
1.705;5477862;1.705;5974662;1.705;5133979;1.706;5488568;1.705;5704907;1.706;5823808;1.705;5560654;1.705;6251056;1.705;6466534;1.705;6730800;1.705;5279617;1.705;6590157;1.705;7355653;1.705;5386314;1.706;4843977;1.705;4621018
1.716;5241078;1.716;6238717;1.715;5275473;1.716;5589966;1.716;5745961;1.716;5905512;1.716;5712438;1.715;6319587;1.715;6453902;1.715;6692920;1.716;5526981;1.716;6710390;1.716;7435893;1.716;5385880;1.716;4982897;1.716;4652563
1.726;5161304;1.726;6173166;1.726;5308337;1.726;5543814;1.726;5850412;1.727;5799733;1.726;5657766;1.726;6478913;1.726;6406013;1.726;6511595;1.726;5562120;1.726;6778422;1.726;7295219;1.726;5510299;1.726;5123867;1.726;4588205
1.737;4916519;1.737;5968182;1.736;5343478;1.737;5453562;1.737;5947246;1.737;5571799;1.737;5649335;1.736;6542554;1.736;6300594;1.736;6549744;1.737;5608660;1.737;6865866;1.737;7215076;1.737;5656831;1.737;5158490;1.737;4623983
1.747;4704811;1.747;5988560;1.747;5109989;1.747;5335731;1.747;5901836;1.747;5347245;1.747;5547569;1.747;6492671;1.747;6119841;1.747;6222806;1.747;5545510;1.747;6776385;1.747;7091037;1.747;5585291;1.747;5199421;1.747;4552123
1.758;4641374;1.758;5777380;1.757;4997260;1.758;5154518;1.757;5841973;1.758;5104672;1.758;5368712;1.757;6418869;1.757;5819108;1.757;6192445;1.758;5481535;1.758;6705118;1.758;6961375;1.758;5540982;1.758;5246881;1.758;4395443
1.768;4569383;1.768;5493498;1.768;4722970;1.768;4917142;1.768;5755513;1.768;4994395;1.768;5193295;1.768;6328708;1.768;5647976;1.768;6138783;1.768;5308372;1.768;6424143;1.768;6860199;1.768;5290865;1.768;4949622;1.768;4359725
1.779;4401927;1.779;5269986;1.778;4530557;1.779;4654777;1.778;5547668;1.779;4793023;1.779;4866781;1.778;6157993;1.778;5314943;1.778;6173358;1.779;5105513;1.779;6367209;1.779;6751620;1.779;4989057;1.779;4753115;1.779;4235085
1.801;4164919;1.801;4866790;1.800;4019277;1.801;4490008;1.800;5174005;1.801;4634760;1.801;4306268;1.800;5576270;1.800;4934723;1.800;6443513;1.801;4778994;1.800;5810597;1.800;6469437;1.801;4642072;1.801;4279136;1.801;3889774
1.811;4216701;1.811;4648493;1.811;3775567;1.811;4322858;1.811;5006596;1.811;4553649;1.811;4205048;1.811;5397481;1.811;4685066;1.811;6591760;1.811;4512935;1.811;5533947;1.811;6351138;1.811;4583219;1.811;3976986;1.811;3878832
1.822;4087244;1.822;4585374;1.821;3591912;1.822;4190421;1.821;4848657;1.822;4461303;1.822;4129796;1.821;5177954;1.821;4480967;1.821;6493603;1.821;4346859;1.821;5366094;1.821;6225263;1.822;4457791;1.822;3804794;1.822;3776563
1.832;3957193;1.832;4526590;1.832;3525797;1.832;4198169;1.832;4585479;1.832;4363261;1.832;3907977;1.832;5032501;1.832;4438582;1.832;6425991;1.832;4357867;1.832;5239562;1.832;6156066;1.832;4357860;1.832;3733993;1.832;3633188
1.843;3913965;1.843;4484755;1.842;3427141;1.843;4055008;1.842;4406604;1.843;4306940;1.843;3856567;1.842;4825680;1.842;4491845;1.842;6453728;1.842;4189988;1.842;5073050;1.842;6023393;1.843;4265699;1.843;3623152;1.843;3470594
1.853;3694117;1.853;4351057;1.853;3175855;1.853;3945594;1.853;4028095;1.853;3977196;1.853;3591869;1.853;4512433;1.853;4538463;1.853;6305752;1.853;3956504;1.853;4864436;1.853;5732101;1.853;4085375;1.853;3412399;1.853;3297105
1.864;3336570;1.863;4008575;1.863;2867687;1.864;3694353;1.863;3781723;1.864;3644420;1.864;3445068;1.863;4087463;1.863;4407526;1.863;6134748;1.863;3602486;1.863;4537338;1.863;5401604;1.863;3703944;1.864;3176241;1.864;3152798
1.874;3173318;1.874;3847994;1.874;2733336;1.874;3417981;1.874;3568382;1.874;3429945;1.874;3325473;1.874;3811588;1.874;4083219;1.874;5660153;1.874;3422646;1.874;4156359;1.874;5043518;1.874;3449057;1.874;2908164;1.874;3078708
1.885;3061182;1.884;3651298;1.884;2763354;1.885;3324287;1.884;3464328;1.885;3332824;1.885;3164687;1.884;3608433;1.884;3922484;1.884;5362975;1.884;3357797;1.884;3965152;1.884;4879646;1.884;3184191;1.885;2862654;1.885;3040579
1.895;3025249;1.895;3591764;1.895;2754144;1.895;3232124;1.895;3346339;1.895;3212927;1.895;3079164;1.894;3519516;1.894;3807172;1.895;5055449;1.895;3257555;1.895;3915137;1.895;4804851;1.895;3049592;1.895;2839177;1.895;2988571
1.906;3079327;1.905;3559550;1.905;2611444;1.905;3263456;1.905;3423092;1.906;3211255;1.906;3069689;1.905;3443449;1.905;3834472;1.905;4828379;1.905;3215369;1.905;3869580;1.905;4877774;1.905;3045662;1.906;2858265;1.906;2923004
1.916;3113853;1.916;3622303;1.915;2763998;1.916;3296969;1.916;3432772;1.916;3235594;1.916;3138697;1.915;3533772;1.915;3969453;1.916;4753570;1.916;3259443;1.916;3833312;1.916;4914671;1.916;3032438;1.916;2872285;1.916;2956193
1.927;3139888;1.926;3724875;1.926;2969145;1.926;3459176;1.926;3592481;1.926;3353518;1.927;3282472;1.926;3683510;1.926;4082031;1.926;4655533;1.926;3431706;1.926;4028910;1.926;4998839;1.926;3141755;1.926;2953810;1.926;2968401
1.937;3318132;1.937;3935977;1.936;3133736;1.937;3630036;1.936;3784651;1.937;3509577;1.937;3402608;1.936;3862772;1.936;4303040;1.937;4799953;1.937;3622542;1.937;4245470;1.937;5315227;1.937;3262148;1.937;3060603;1.937;3079955
1.948;3652883;1.947;4236538;1.947;3538440;1.947;3928565;1.947;4082100;1.947;3736544;1.948;3723133;1.947;4108090;1.947;4684669;1.947;5033809;1.947;4018178;1.947;4756765;1.947;5853894;1.947;3537674;1.947;3430151;1.947;3280273
1.958;3961655;1.958;4617524;1.957;3969797;1.958;4217315;1.958;4625685;1.958;3973539;1.958;3949395;1.957;4344982;1.957;5290824;1.958;5223906;1.958;4424938;1.958;5224405;1.958;6192014;1.958;4010626;1.958;3832783;1.958;3564227
1.969;4299944;1.968;4940455;1.968;4415888;1.968;4716544;1.968;5122896;1.968;4403953;1.969;4318991;1.968;4750949;1.968;5650629;1.968;5372752;1.968;4812160;1.968;5525956;1.968;6550456;1.968;4434592;1.968;4170181;1.968;3818098
1.979;4552646;1.979;5292881;1.978;4792277;1.979;5201738;1.979;5596899;1.979;4860950;1.979;4598219;1.978;5192481;1.978;6052215;1.979;5590776;1.979;5295722;1.979;5836351;1.979;6780388;1.979;4814385;1.979;4649613;1.979;4099724
1.990;4554666;1.989;5517646;1.989;5092968;1.989;5578571;1.989;6070996;1.989;5103414;1.990;4898364;1.989;5535876;1.989;6315729;1.989;5608760;1.989;5541163;1.989;6067557;1.989;6929230;1.989;5080202;1.989;4951456;1.989;4343324
2.000;4711229;2.000;5658110;1.999;5256895;2.000;5841981;2.000;6581881;2.000;5287260;2.000;5057027;1.999;5900451;1.999;6473832;2.000;5850367;2.000;5634063;1.999;6117803;2.000;6992166;2.000;5411998;2.000;5259780;2.000;4361621
2.011;4534182;2.010;5692652;2.010;5368829;2.010;6075447;2.010;6716466;2.010;5514928;2.011;5203227;2.010;6203017;2.010;6610435;2.010;5812564;2.010;5804202;2.010;6323572;2.010;7087653;2.010;5722691;2.010;5553364;2.010;4453241
2.021;4446192;2.021;5823098;2.020;5567192;2.021;6185838;2.020;6939047;2.021;5585120;2.021;5191350;2.020;6293763;2.020;6724368;2.021;5757399;2.020;5999234;2.020;6483120;2.020;7119699;2.021;5946864;2.021;5755111;2.021;4528763
2.031;4456769;2.031;5762498;2.031;5556256;2.031;6196249;2.031;7008466;2.031;5686583;2.032;5216020;2.031;6477027;2.031;6750569;2.031;5720970;2.031;6136342;2.031;6561377;2.031;7243612;2.031;6116164;2.031;5792114;2.031;4364310
2.053;4886581;2.053;5707257;2.053;5708462;2.053;6171712;2.053;7185787;2.053;5742089;2.053;5044429;2.053;6860713;2.053;7026812;2.053;5941069;2.053;6221355;2.053;6989474;2.053;7168568;2.053;6260828;2.053;6131734;2.053;4292276
2.064;5156513;2.063;5739461;2.063;5656794;2.064;6117383;2.063;6964519;2.064;5768367;2.064;4931001;2.063;6970767;2.063;6896744;2.064;6072192;2.063;6207128;2.063;6916993;2.063;6969451;2.063;6078202;2.064;5953866;2.064;4336212
2.074;5468006;2.074;5588577;2.074;5611685;2.074;6142451;2.074;6928230;2.074;5843173;2.074;4923386;2.073;7057678;2.073;6875366;2.074;6274068;2.074;5978086;2.074;6743780;2.074;7001025;2.074;6034670;2.074;5828492;2.074;4472497
2.085;5688530;2.084;5528816;2.084;5598660;2.085;6149591;2.084;6883754;2.085;5776259;2.085;4811380;2.084;7113469;2.084;6704144;2.085;6251998;2.084;5828100;2.084;6689899;2.084;6675055;2.084;5954645;2.085;5740920;2.085;4437195
2.095;5741472;2.095;5517076;2.095;5476625;2.095;6182447;2.095;6711502;2.095;5833285;2.095;4773199;2.094;7206039;2.094;6703798;2.095;6165323;2.095;5649643;2.095;6766209;2.095;6532748;2.095;5817383;2.095;5720285;2.095;4607572
2.106;6035002;2.105;5460569;2.105;5483706;2.105;6174739;2.105;6667827;2.106;5783741;2.106;4750930;2.105;7155021;2.105;6644636;2.106;6131593;2.105;5643407;2.105;6711161;2.105;6705992;2.105;5606206;2.105;5685460;2.105;4514047
2.116;6156354;2.116;5515512;2.115;5583256;2.116;6359156;2.116;6646325;2.116;5837964;2.116;4899476;2.115;7136124;2.115;6632311;2.116;6280728;2.116;5628236;2.116;6737247;2.116;6627901;2.116;5587308;2.116;5689850;2.116;4476797
2.127;6169812;2.126;5538408;2.126;5595602;2.126;6382112;2.126;6632957;2.126;5960428;2.127;5026544;2.126;6986140;2.126;6476536;2.127;6141826;2.126;5501069;2.126;6661899;2.126;6632582;2.126;5407797;2.126;5638681;2.126;4578076
2.137;6417987;2.137;5477321;2.136;5553137;2.137;6465686;2.137;6608013;2.137;6039421;2.137;5229036;2.137;7076031;2.136;6380829;2.137;6019129;2.137;5604505;2.137;6506115;2.137;6338416;2.137;5406880;2.137;5627363;2.137;4751668
2.148;6443896;2.147;5513861;2.147;5493802;2.147;6545517;2.147;6485002;2.147;6129141;2.148;5267072;2.147;6823593;2.147;6299930;2.148;5984674;2.147;5585650;2.147;6255811;2.147;6284539;2.147;5284707;2.147;5578389;2.147;4899632
2.158;6398145;2.158;5401123;2.157;5429688;2.158;6608227;2.158;6383391;2.158;6234877;2.158;5348046;2.158;6676403;2.157;6279757;2.158;5971933;2.158;5434302;2.158;6125145;2.158;6222511;2.158;5159453;2.158;5428231;2.158;4905287
2.169;6295384;2.168;5367198;2.168;5371141;2.168;6650788;2.168;6440073;2.168;6273218;2.169;5357191;2.168;6620547;2.168;6009449;2.168;5956046;2.168;5245537;2.168;5997246;2.168;5965552;2.168;5093692;2.168;5478114;2.168;4986902
2.179;6169638;2.179;5376528;2.178;5213875;2.179;6553782;2.179;6443645;2.179;6334178;2.179;5318743;2.178;6618935;2.178;5944205;2.179;5767775;2.179;5154723;2.178;5788190;2.179;6193797;2.179;5024459;2.179;5431777;2.179;4942633
2.190;6312112;2.189;5285017;2.189;5278008;2.189;6645356;2.189;6411040;2.189;6415349;2.190;5181453;2.189;6597268;2.189;5903236;2.189;5875697;2.189;5141947;2.189;5777467;2.189;6057728;2.189;4919989;2.189;5245341;2.189;4989849
2.200;6255960;2.200;5374581;2.199;5042795;2.200;6479669;2.199;6429784;2.200;6333704;2.200;5007761;2.199;6505590;2.199;5869983;2.200;5890846;2.200;5069287;2.199;5542024;2.200;6010308;2.200;4852090;2.200;5033912;2.200;4935864
