Sf1_RT;Sf1;Sf10_RT;Sf10;Sf11_RT;Sf11;Sf12_RT;Sf12;Sf13_RT;Sf13;Sf14_RT;Sf14;Sf15_RT;Sf15;Sf2_RT;Sf2;Sf3_RT;Sf3;Sf4_RT;Sf4;Sf5_RT;Sf5;Sf6_RT;Sf6;Sf7_RT;Sf7
1.390;7472609;1.390;7841997;1.390;8737288;1.390;7838141;1.390;7794088;1.390;8344468;1.390;8707724;1.390;9928150;1.390;7522331;1.390;8292712;1.390;7942058;1.390;7056869;1.390;7799963
1.400;7449053;1.400;7827388;1.400;8753211;1.400;7927860;1.400;7836285;1.400;9235161;1.400;8717440;1.401;10227122;1.401;7635892;1.400;8263260;1.400;7978631;1.400;6975352;1.401;7923926
1.411;7457793;1.411;7781186;1.411;8664984;1.411;7989736;1.411;7893756;1.411;10336122;1.411;9020001;1.411;10195121;1.411;7800738;1.411;8185263;1.411;8005379;1.411;7002547;1.411;8016854
1.421;7696150;1.421;7720464;1.421;8675188;1.421;8025132;1.421;8001608;1.421;11311469;1.421;9653496;1.421;10085265;1.422;7955828;1.421;8192259;1.421;7988345;1.421;7014317;1.422;7991372
1.432;8063144;1.432;7732950;1.432;8679305;1.432;8339635;1.432;8338831;1.432;11802886;1.432;11136107;1.432;9695423;1.432;8212743;1.432;8267686;1.432;8161101;1.432;7239112;1.432;8033570
1.442;8478867;1.442;7769990;1.442;8675526;1.442;9140956;1.442;9143340;1.442;12176121;1.442;12135446;1.442;9343061;1.443;9037473;1.442;8300035;1.442;8662644;1.442;7603187;1.442;8045802
1.453;8885263;1.453;7868922;1.453;8711749;1.453;10616546;1.453;10267988;1.453;12463424;1.453;12649511;1.453;9015138;1.453;10298721;1.453;8440755;1.453;9752682;1.453;7833130;1.453;8051477
1.463;9207047;1.463;7959553;1.463;8698379;1.463;11496431;1.463;10952380;1.463;12614812;1.463;12867324;1.463;8813886;1.464;11244447;1.463;8590674;1.463;10902507;1.463;7983455;1.463;8057328
1.474;9276033;1.474;8080660;1.474;8745285;1.474;11912121;1.474;11280143;1.474;12602252;1.474;13129015;1.474;8917244;1.474;11596505;1.474;8714557;1.474;11482928;1.474;8022452;1.474;8218169
1.484;9192816;1.484;8092888;1.484;8740129;1.484;12127720;1.484;11456926;1.484;12703107;1.484;13333698;1.484;9094838;1.485;11903810;1.484;8892814;1.484;11778430;1.484;8040730;1.484;8290640
1.495;9100747;1.495;8174908;1.495;8691412;1.495;12337101;1.495;11626634;1.495;12581072;1.495;13455550;1.495;9062371;1.495;12107100;1.495;9011684;1.495;11988669;1.495;8066755;1.495;8483894
1.505;9137889;1.505;8141394;1.505;8743611;1.505;12398182;1.505;11651596;1.505;12493213;1.505;13493308;1.505;8845722;1.506;12229146;1.505;9018395;1.505;12082418;1.505;8150625;1.505;8644339
1.515;9075045;1.516;8113014;1.515;8697315;1.515;12485092;1.515;11672167;1.516;12287641;1.516;13412993;1.516;8686402;1.516;12272345;1.516;9002608;1.515;12060104;1.515;8013636;1.516;8611272
1.526;8905597;1.526;8150702;1.526;8733595;1.526;12359432;1.526;11624619;1.526;11995847;1.526;13340141;1.526;8570968;1.526;12216961;1.526;8867471;1.526;11971170;1.526;7914751;1.526;8472403
1.548;8345393;1.548;8035406;1.548;8778699;1.548;11971604;1.548;11175828;1.548;11269712;1.548;12846678;1.548;8209945;1.548;11837668;1.548;8645143;1.548;11486583;1.548;7445430;1.548;8175254
1.558;8170647;1.558;8005790;1.558;8881265;1.558;11699514;1.558;10866575;1.558;10888297;1.559;12724016;1.559;8159203;1.559;11582962;1.558;8576709;1.558;11124133;1.558;7366972;1.559;8138385
1.569;7955554;1.569;7942477;1.569;8898154;1.569;11348215;1.569;10422410;1.569;10649879;1.569;12465068;1.569;8043602;1.569;11162179;1.569;8492971;1.569;10568104;1.569;7356288;1.569;8078597
1.579;7835131;1.579;7859166;1.579;8896679;1.579;10917954;1.579;9912342;1.579;10504161;1.580;12276462;1.580;7861939;1.580;10682312;1.579;8333352;1.579;10030728;1.579;7376370;1.580;8105118
1.590;7729339;1.590;7728566;1.590;8729515;1.590;10361714;1.590;9536493;1.590;10600982;1.590;12015920;1.590;7637825;1.590;10383684;1.590;8209545;1.590;9552281;1.590;7355420;1.590;8026355
1.600;7715801;1.600;7464081;1.600;8717668;1.600;9961672;1.600;9267561;1.600;10624920;1.601;11943695;1.600;7323775;1.601;10151181;1.600;8126258;1.600;9122854;1.600;7294418;1.601;8121202
1.611;7643476;1.611;7141304;1.611;8691261;1.611;9741892;1.611;9118401;1.611;10828754;1.611;11693652;1.611;7093165;1.611;10014726;1.611;8029564;1.611;8828240;1.611;7228427;1.611;7991527
1.621;7489020;1.621;6837136;1.621;8499547;1.621;9544571;1.621;8976359;1.621;10822102;1.622;11612238;1.621;6987720;1.622;9746740;1.621;7973564;1.621;8686910;1.621;7209301;1.622;7931248
1.632;7415256;1.632;6439333;1.632;8374500;1.632;9491056;1.632;8918387;1.632;10785351;1.632;11442355;1.632;7038483;1.632;9611148;1.632;7886224;1.632;8497023;1.632;7055641;1.632;7846070
1.642;7514337;1.642;6181713;1.642;8212737;1.642;9237172;1.642;8894811;1.642;10813437;1.642;11335985;1.642;7260197;1.643;9481047;1.642;7965901;1.642;8194501;1.642;6941900;1.642;7755101
1.653;7590706;1.653;6052180;1.653;8102084;1.653;8876036;1.653;8720266;1.653;10940098;1.653;11266770;1.653;7704519;1.653;9285310;1.653;8312004;1.653;7831563;1.653;6889341;1.653;7632819
1.663;7954575;1.663;6107506;1.663;7961218;1.663;8563462;1.663;8696765;1.663;11008639;1.663;11016980;1.663;8250180;1.664;9123187;1.663;8553107;1.663;7522529;1.663;6953199;1.663;7481891
1.674;8554147;1.674;6296246;1.674;7900578;1.674;8281622;1.674;8852402;1.674;11395111;1.674;11076575;1.674;8803253;1.674;8961430;1.674;9080436;1.674;7194780;1.674;7393488;1.674;7491176
1.684;9346139;1.684;6661157;1.684;7866543;1.684;8453968;1.684;9137735;1.684;11645316;1.684;11353986;1.684;9480625;1.685;8876967;1.684;9538801;1.684;7215797;1.684;7852906;1.684;7557127
1.694;10114132;1.695;7070790;1.694;8130217;1.695;8800687;1.695;9378984;1.695;11753966;1.695;11630336;1.695;9995617;1.695;8971361;1.695;10185969;1.694;7355628;1.694;8477954;1.695;7900468
1.705;10511274;1.705;7426943;1.705;8379069;1.705;9268890;1.705;9308451;1.705;11883393;1.705;11577633;1.705;10311614;1.706;9296820;1.705;10588599;1.705;7560858;1.705;8998765;1.705;8275072
1.715;10842229;1.716;7620352;1.715;8576623;1.716;9425463;1.716;9185204;1.716;11695401;1.716;11483274;1.716;10401662;1.716;9676798;1.716;10944322;1.715;7786727;1.715;9429319;1.716;8651710
1.726;10952346;1.726;7581977;1.726;8589874;1.726;9561644;1.726;9159083;1.726;11714030;1.726;11376610;1.726;10273173;1.726;9934624;1.726;10955056;1.726;7884527;1.726;9596649;1.726;8886477
1.736;11166412;1.737;7438932;1.736;8811821;1.737;9528989;1.737;9144933;1.736;11617159;1.737;11487086;1.737;9741398;1.737;9921143;1.737;10619560;1.736;7745707;1.736;9661380;1.737;9167014
1.747;11199995;1.747;7082757;1.747;8706545;1.747;9309613;1.747;9196607;1.747;11356344;1.747;11422109;1.747;9021627;1.747;9837652;1.747;10129391;1.747;7492325;1.747;9597924;1.747;9210888
1.757;11102468;1.757;6761329;1.757;8537687;1.758;9037827;1.758;9209639;1.757;10972441;1.758;11417476;1.758;8175291;1.758;9689708;1.757;9422904;1.757;7080257;1.757;9361851;1.758;9067876
1.768;10580015;1.768;6547457;1.768;8361237;1.768;8561175;1.768;9168815;1.768;10463102;1.768;11163461;1.768;7335865;1.768;9219553;1.768;8597149;1.768;6687309;1.768;8880490;1.768;8767512
1.778;9903927;1.778;6290969;1.778;8080219;1.779;8146872;1.779;9070228;1.778;10274453;1.779;10793719;1.779;6728356;1.779;8794253;1.778;8110675;1.778;6254620;1.778;8319343;1.779;8428452
1.800;8346863;1.800;6243843;1.800;7814899;1.800;7271382;1.801;8475674;1.800;10046725;1.801;9813322;1.800;6081978;1.801;8075006;1.800;7442808;1.800;5699324;1.800;7169376;1.801;7774009
1.811;7897561;1.811;6168449;1.811;7607364;1.811;7105012;1.811;8388823;1.811;10188993;1.811;9614637;1.811;5875539;1.811;7945748;1.811;7216602;1.811;5624305;1.811;6779109;1.811;7563495
1.821;7551634;1.821;6162857;1.821;7525544;1.821;7015788;1.822;8348606;1.821;10207196;1.821;9394645;1.821;5711487;1.822;7750639;1.821;6932180;1.821;5488013;1.821;6433128;1.822;7398443
1.832;7296295;1.832;5978357;1.832;7233754;1.832;6726352;1.832;8210354;1.832;10064760;1.832;9215196;1.832;5364309;1.832;7632920;1.832;6599141;1.832;5382283;1.832;6158062;1.832;7367821
1.842;6932258;1.842;5714246;1.842;6933872;1.842;6489699;1.843;8160964;1.842;10148956;1.842;8998911;1.842;5128188;1.843;7541310;1.842;6300919;1.842;5224121;1.842;5759880;1.843;7158238
1.853;6488593;1.853;5349058;1.853;6356276;1.853;6143165;1.853;8033663;1.853;9788098;1.853;8676768;1.853;4785756;1.853;7140133;1.853;5881082;1.853;4992459;1.853;5312588;1.853;6850186
1.863;6086977;1.863;4984308;1.863;5938659;1.863;5580980;1.864;7686484;1.863;9797686;1.863;8157461;1.863;4491369;1.864;6711533;1.863;5526404;1.863;4754066;1.863;4891137;1.864;6437021
1.874;5823439;1.874;4669938;1.874;5494514;1.874;5173885;1.874;7523886;1.874;9290305;1.874;7961584;1.874;4258635;1.874;6266518;1.874;5272996;1.874;4469745;1.874;4430219;1.874;6047795
1.884;5487544;1.884;4533775;1.884;5241505;1.884;4982360;1.885;7446717;1.884;9306670;1.884;7615751;1.884;4391531;1.885;5864432;1.884;5227658;1.884;4241696;1.884;4191974;1.885;5650427
1.894;5452347;1.895;4566366;1.894;5072926;1.895;4843440;1.895;7530131;1.895;9081429;1.895;7735021;1.895;5107118;1.895;5686729;1.895;5291564;1.895;4234955;1.894;4075765;1.895;5481385
1.905;5465173;1.905;4703189;1.905;5200404;1.905;4952391;1.906;7623458;1.905;9054384;1.905;8008020;1.905;6864823;1.905;5722720;1.905;5657047;1.905;4329630;1.905;4021800;1.906;5300837
1.915;5817638;1.916;4886531;1.915;5355988;1.916;5278777;1.916;7842574;1.916;9100223;1.916;8392853;1.916;9210410;1.916;5897008;1.916;6445795;1.916;4524900;1.915;4270067;1.916;5362659
1.926;6606430;1.926;5308986;1.926;5868302;1.926;5766622;1.927;8143614;1.926;9797968;1.926;8916831;1.926;10963820;1.926;6190751;1.926;8276846;1.926;4855131;1.926;4935781;1.927;5535763
1.936;8591142;1.937;5828695;1.936;6801092;1.937;6340814;1.937;8480422;1.936;10717880;1.937;9600070;1.937;12075843;1.937;6496986;1.937;10652525;1.937;5364182;1.936;6736008;1.937;5937893
1.947;11045731;1.947;6749637;1.947;8038246;1.947;6942007;1.948;8972170;1.947;11721182;1.947;10532761;1.947;12970267;1.947;6749812;1.947;12165336;1.947;5864391;1.947;9153181;1.948;6622975
1.957;12545626;1.957;7774975;1.957;9594299;1.958;7499127;1.958;9614765;1.957;12396948;1.958;11921640;1.958;13452596;1.958;7020542;1.957;13048682;1.958;6135789;1.957;10845752;1.958;7548243
1.968;13313376;1.968;8515273;1.968;10594521;1.968;8110159;1.968;9961903;1.968;12744178;1.968;13538595;1.968;13753608;1.968;7755887;1.968;13593684;1.968;6184902;1.968;11970746;1.969;9064527
1.978;13746569;1.978;8897408;1.978;11121014;1.979;8680497;1.979;10187613;1.978;12801626;1.979;15052876;1.979;14060012;1.979;9259135;1.978;13932227;1.979;5859381;1.978;12697348;1.979;10798423
1.989;13970439;1.989;9106010;1.989;11466525;1.989;9715626;1.989;10500955;1.989;13051261;1.989;15661904;1.989;14133284;1.989;11023929;1.989;14138700;1.989;5572351;1.989;13070858;1.990;12017348
1.999;14199867;1.999;9277374;1.999;11550904;1.999;10748292;2.000;10595420;1.999;13259302;2.000;15765195;1.999;14236234;2.000;12058487;1.999;14285216;2.000;5282079;1.999;13361664;2.000;12632901
2.010;14346281;2.010;9507035;2.010;11920155;2.010;11931439;2.010;10648240;2.010;13890661;2.010;16066686;2.010;14392374;2.010;12761168;2.010;14270480;2.010;5242359;2.010;13564105;2.010;13001657
2.020;14521701;2.020;9786338;2.020;12033590;2.020;13095870;2.021;11034121;2.020;14535306;2.020;16368237;2.020;14483295;2.021;13283043;2.020;14531163;2.021;5805266;2.020;13727192;2.021;13211591
2.031;14605239;2.031;10082548;2.031;12344528;2.031;14747658;2.031;12106328;2.031;15325095;2.031;16968706;2.031;14464207;2.031;14004363;2.031;14623907;2.031;7259793;2.031;13946455;2.031;13502497
2.053;14937952;2.053;10566971;2.053;13001984;2.053;17418798;2.053;13834842;2.053;16639296;2.053;19067626;2.053;14606310;2.053;16064541;2.053;14793631;2.053;10528064;2.053;14184618;2.053;13994448
2.063;15052446;2.063;10850789;2.063;13130357;2.063;17556020;2.064;14306236;2.063;16922320;2.063;19347964;2.063;14539570;2.064;17147184;2.063;14773011;2.064;11621880;2.063;14260382;2.064;14135036
2.073;15169445;2.074;10796491;2.073;13074824;2.074;17285594;2.074;14561956;2.074;16925696;2.074;19411616;2.074;14415308;2.074;17940484;2.074;14709820;2.074;12229385;2.074;14365585;2.074;14300689
2.084;15151216;2.084;10526691;2.084;12796987;2.084;16823856;2.085;14877753;2.084;16660361;2.084;19238340;2.084;14239855;2.085;18136004;2.084;14499149;2.084;12567289;2.084;14321280;2.085;14242129
2.094;14886907;2.095;9964069;2.094;12491368;2.095;16196253;2.095;14994841;2.095;16267541;2.095;18950016;2.095;13656844;2.095;18188064;2.095;14295607;2.095;12736066;2.094;14117726;2.095;14193288
2.105;14572811;2.105;9304690;2.105;11916217;2.105;15654563;2.106;14927857;2.105;15567653;2.105;18462776;2.105;13117465;2.106;17949830;2.105;13806987;2.105;12780230;2.105;13834261;2.106;13923313
2.116;14215202;2.116;8525211;2.115;11297645;2.116;15114276;2.116;14793860;2.115;14550468;2.116;17638400;2.116;12525634;2.116;17489844;2.116;13193389;2.116;12540257;2.115;13430642;2.116;13621366
2.126;13679437;2.126;7708385;2.126;10497632;2.126;14554883;2.127;14381514;2.126;13406553;2.126;16734648;2.126;11830100;2.127;16897088;2.126;12547138;2.126;12225144;2.126;12911798;2.127;13213920
2.136;13084647;2.136;6921130;2.136;9526918;2.137;14065310;2.137;13806420;2.136;12331780;2.137;15647589;2.137;11017759;2.137;16118008;2.136;11857191;2.137;11730025;2.137;12267192;2.137;12525908
2.147;12421905;2.147;6327355;2.147;8609720;2.147;13346447;2.148;13026622;2.147;11183968;2.147;14665935;2.147;10338758;2.148;15194673;2.147;11094231;2.147;11017038;2.147;11482417;2.148;11830923
2.157;11668609;2.157;5844514;2.157;7570725;2.158;12710276;2.158;12240786;2.157;10196280;2.158;13963641;2.158;9555471;2.158;14191196;2.157;10208105;2.158;10218317;2.158;10683781;2.158;10932173
2.168;10969344;2.168;5451002;2.168;6858164;2.168;12065947;2.168;11368919;2.168;9361030;2.168;13202358;2.168;8869367;2.169;13037284;2.168;9451668;2.168;9277935;2.168;9953417;2.169;10019997
2.178;10175031;2.178;5226031;2.178;6190015;2.178;11381703;2.179;10492073;2.178;8675786;2.179;12560332;2.179;8247832;2.179;12092764;2.178;8575203;2.179;8361712;2.178;9131967;2.179;9126334
2.189;9486912;2.189;4900626;2.189;5658738;2.189;10867525;2.189;9777662;2.189;8302565;2.189;12039976;2.189;7583092;2.190;11238671;2.189;8032887;2.189;7470509;2.189;8372921;2.190;8462982
2.200;8907104;2.199;4772045;2.199;5358160;2.199;10140532;2.200;9105709;2.199;8072404;2.200;11503708;2.199;7124296;2.200;10498852;2.199;7446915;2.200;6552760;2.199;7800843;2.200;8021169
2.210;8522455;2.210;4586420;2.210;5325481;2.210;9682784;2.210;8602904;2.210;7829864;2.210;11148453;2.210;6796748;2.210;9890097;2.210;7137806;2.210;6012062;2.210;7303217;2.210;7744231
2.220;8159716;2.220;4565586;2.220;5321335;2.220;9293082;2.221;8223414;2.220;7684427;2.220;10881319;2.220;6496069;2.221;9540712;2.220;6829216;2.221;5569712;2.220;6821615;2.221;7654111
2.231;7764196;2.231;4698310;2.231;5511960;2.231;8911504;2.231;7952618;2.231;7555675;2.231;10591845;2.231;6225548;2.231;9190546;2.231;6644956;2.231;5409830;2.231;6418338;2.231;7345104
2.241;7428412;2.241;4879041;2.241;5707778;2.241;8657232;2.242;7878017;2.241;7598063;2.241;10271539;2.241;6056074;2.242;8803429;2.241;6450877;2.242;5487697;2.241;6092131;2.242;7024898
2.252;6985121;2.252;5210120;2.252;6130067;2.252;8348705;2.252;7911547;2.252;7790666;2.252;10041464;2.252;5921453;2.253;8323625;2.252;6435562;2.252;5830915;2.252;5941833;2.252;6654185
2.262;6476370;2.262;5477712;2.262;6464958;2.262;8070591;2.263;8069321;2.262;7944343;2.262;9819569;2.262;5868895;2.263;7928053;2.262;6484671;2.263;6250227;2.262;5879395;2.263;6544574
2.273;6094531;2.273;5778602;2.273;6731105;2.273;7792721;2.273;8133741;2.273;8024044;2.273;9735313;2.273;5710135;2.274;7643312;2.273;6530339;2.273;6683319;2.273;5700917;2.273;6274170
2.283;5822812;2.283;5934512;2.283;6775489;2.283;7548485;2.284;8094814;2.283;8214654;2.283;9571145;2.283;5711822;2.284;7607784;2.283;6411017;2.283;6968940;2.283;5657629;2.284;6030384
2.305;5389985;2.305;6190481;2.305;6865245;2.305;7206791;2.306;8013567;2.305;8222638;2.305;9316892;2.305;5504824;2.306;7426257;2.305;6338201;2.305;7116081;2.305;5516795;2.306;5749342
2.316;5328446;2.316;6212421;2.315;6930431;2.316;7107309;2.316;8109038;2.315;8038175;2.316;9230226;2.316;5499409;2.316;7306774;2.316;6316642;2.316;7106266;2.316;5327023;2.316;5738740
2.326;5179816;2.326;6179898;2.326;6894387;2.326;6975889;2.327;7865666;2.326;7654898;2.326;9037041;2.326;5480934;2.327;7242853;2.326;6237992;2.326;7018931;2.326;5268707;2.327;5702071
2.337;5017615;2.336;6008527;2.336;6767054;2.337;6752127;2.337;7855260;2.336;7138215;2.337;8836130;2.337;5361986;2.337;7111984;2.337;6069118;2.337;6897763;2.337;5026616;2.337;5715214
2.347;4989275;2.347;5719020;2.347;6498811;2.347;6564892;2.347;7724532;2.347;6637768;2.347;8520260;2.347;5419750;2.348;6897930;2.347;6071673;2.347;6773074;2.347;4767289;2.348;5767870
2.358;4983293;2.358;5425452;2.357;6235079;2.358;6447654;2.358;7559880;2.357;6268538;2.358;8043733;2.358;5373587;2.358;6790932;2.358;6108254;2.358;6599933;2.358;4502285;2.358;5875121
2.368;5028001;2.368;5038135;2.368;5884440;2.368;6389644;2.368;7384727;2.368;5878232;2.368;7477794;2.368;5442491;2.369;6602978;2.368;6190805;2.368;6309584;2.368;4222616;2.369;5918773
2.379;5211062;2.379;4725248;2.378;5556099;2.378;6169251;2.379;7196527;2.378;5756949;2.379;6951543;2.379;5371418;2.379;6510879;2.379;6221572;2.379;6078392;2.379;4077742;2.379;5969287
2.389;5335639;2.389;4428646;2.389;5351062;2.389;5962282;2.389;6961509;2.389;5726787;2.389;6422519;2.389;5329145;2.390;6423636;2.389;6205524;2.389;5731360;2.389;3941430;2.390;6231306
2.400;5477146;2.400;4271452;2.399;5092680;2.399;5893095;2.400;6588678;2.399;5789784;2.400;6247940;2.400;4966529;2.400;6363126;2.399;6026373;2.400;5419609;2.400;3767171;2.400;6342748
2.410;5423543;2.410;4157324;2.410;4655983;2.410;5761138;2.410;6186574;2.410;5755703;2.410;5931404;2.410;4187322;2.411;6276489;2.410;5601792;2.410;5166903;2.410;3606875;2.410;6454975
2.421;4771297;2.420;3795277;2.420;4091602;2.420;5455617;2.421;5098403;2.420;5484448;2.420;5471763;2.421;3199281;2.421;5899877;2.421;4511095;2.421;4726922;2.420;3398708;2.421;6292488
2.431;3501794;2.431;3308873;2.431;3377634;2.431;4745271;2.431;3789081;2.431;4896252;2.431;4560383;2.431;2486096;2.432;5041502;2.431;3379912;2.431;3970052;2.431;2857529;2.431;5747830
2.441;2524892;2.442;2753934;2.441;2627388;2.441;3786147;2.442;2732781;2.441;4216908;2.441;3634536;2.442;1981949;2.442;3744548;2.442;2518258;2.442;3141095;2.441;2343898;2.442;4710536
2.452;1902249;2.452;2242554;2.452;2188274;2.452;2870776;2.452;2142564;2.452;3747611;2.452;3018423;2.452;1712506;2.453;2792335;2.452;1979476;2.452;2422144;2.452;1929509;2.452;3711764
2.462;1620773;2.463;1925156;2.462;1860410;2.462;2324528;2.463;1865236;2.462;3517609;2.462;2645170;2.462;1500194;2.463;2131431;2.463;1690438;2.463;1974489;2.462;1548711;2.463;3159994
2.473;1431621;2.473;1692876;2.473;1682925;2.473;1978945;2.473;1796647;2.473;3273882;2.473;2390982;2.473;1392488;2.474;1808918;2.473;1559115;2.473;1679265;2.473;1385210;2.473;2648674
2.483;1374682;2.484;1558935;2.483;1579428;2.483;1820172;2.484;1711259;2.483;3158108;2.483;2335773;2.484;1338599;2.484;1583312;2.484;1434727;2.483;1510318;2.483;1251348;2.484;2360622
2.494;1332089;2.494;1475914;2.494;1530476;2.494;1700513;2.494;1718051;2.494;3071441;2.494;2276239;2.494;1294543;2.494;1495328;2.494;1392081;2.494;1392831;2.494;1200662;2.494;2125411
2.504;1230910;2.504;1444116;2.504;1510286;2.504;1598367;2.505;1659547;2.504;2851814;2.504;2212019;2.505;1259702;2.505;1411366;2.505;1363400;2.504;1359709;2.504;1182054;2.505;2000978
2.515;1270457;2.515;1411813;2.515;1495689;2.515;1573256;2.515;1677898;2.514;2741127;2.515;2163157;2.515;1305316;2.515;1339982;2.515;1408653;2.515;1340909;2.515;1197763;2.515;1837198
2.525;1295157;2.526;1469270;2.525;1559863;2.525;1583227;2.526;1621137;2.525;2616085;2.525;2177699;2.526;1337267;2.526;1329115;2.526;1442741;2.525;1355774;2.525;1234132;2.526;1778778
2.536;1320995;2.536;1537324;2.536;1630080;2.536;1616172;2.536;1649575;2.535;2598060;2.536;2173914;2.536;1422216;2.536;1349791;2.536;1515661;2.536;1406443;2.536;1305406;2.536;1746647
2.558;1629111;2.558;1756036;2.558;1893919;2.558;1875308;2.558;1886996;2.557;2661350;2.558;2421132;2.558;1694157;2.558;1557061;2.558;1889801;2.558;1640550;2.558;1558370;2.558;1905795
2.568;1857982;2.569;1977862;2.568;2086841;2.568;2081493;2.568;1999958;2.568;2867956;2.568;2657287;2.568;1881091;2.569;1754584;2.568;2183567;2.568;1790785;2.568;1759877;2.569;2114614
2.579;2192792;2.579;2142609;2.579;2276124;2.578;2360504;2.579;2249864;2.578;3166882;2.579;2885700;2.579;2074718;2.579;1984340;2.579;2501180;2.579;1938466;2.579;1946286;2.579;2348664
2.589;2439812;2.589;2396061;2.589;2487318;2.589;2666714;2.589;2449426;2.589;3507183;2.589;3184747;2.589;2261437;2.590;2166185;2.589;2764126;2.589;2135638;2.589;2133227;2.589;2606194
2.600;2734113;2.600;2586041;2.600;2659507;2.599;2944710;2.600;2751131;2.599;3923021;2.599;3443142;2.600;2417754;2.600;2444613;2.600;3034986;2.600;2237812;2.599;2316103;2.600;2823206
2.610;3014883;2.610;2811272;2.610;2784160;2.610;3254048;2.610;2965600;2.610;4209941;2.610;3746743;2.610;2571672;2.611;2754321;2.610;3311999;2.610;2372608;2.610;2441248;2.610;3102382
2.621;3257850;2.621;3004060;2.621;2953643;2.620;3533533;2.621;3214978;2.620;4619981;2.620;3946671;2.621;2754940;2.621;3008910;2.621;3603645;2.621;2554172;2.620;2555625;2.621;3339633
2.631;3504442;2.631;3202943;2.631;3095082;2.631;3692529;2.631;3478817;2.631;4877284;2.631;4240802;2.631;2909793;2.632;3066792;2.631;3838966;2.631;2628438;2.631;2735742;2.631;3521230
2.641;3783042;2.642;3344332;2.641;3177412;2.641;3882655;2.642;3683607;2.641;5153897;2.641;4395278;2.642;3022188;2.642;3266089;2.642;4160101;2.642;2752639;2.641;2812034;2.642;3642172
2.652;3912346;2.652;3450374;2.652;3313916;2.652;4155052;2.652;3972725;2.652;5441701;2.652;4592120;2.652;3080299;2.653;3360185;2.652;4420379;2.652;2799728;2.652;2943504;2.652;3817210
2.662;4085031;2.663;3674073;2.662;3468632;2.662;4436699;2.663;4222553;2.662;5580835;2.662;4874495;2.663;3240831;2.663;3598647;2.663;4560413;2.662;2919112;2.662;3036497;2.663;3921509
2.673;4386152;2.673;3806358;2.673;3540655;2.673;4698133;2.673;4475046;2.673;5659463;2.673;5190119;2.673;3179816;2.674;3748006;2.673;4785405;2.673;3101737;2.673;3176164;2.673;3992673
